Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",156,667.409,542.657,156.519,76.284,27.2761,0.404069,52.5548,110.227,127.033,113.278,19.087,168.251,6.27533,4.44362,0.496907,9.36685,7.81623,2.88914,0.288431,0.169729,0.252095,0.673272,0.414117,0.630725,0.430598,1.04484,0.342295,3.14866,0.31862,,-0.786758,142.553,63.6933,182.295,-0.786758,0,63.94805234670639,-6.31944465637207,8.24636,2.109999895095825,,,,,,,1276.5,8.182692307,1276.5,8.182692307,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Shohei Ohtani","LAD",157,681.459,577.052,164.403,80.3695,31.4553,3.43801,49.1401,124.136,122.112,93.9417,13.8433,161.372,4.92393,3.72654,0.719658,8.98625,26.1164,8.42566,0.284902,0.137854,0.236803,0.582145,0.387363,0.6068,0.412747,0.994162,0.321898,5.92935,0.311297,,0.680965,135.677,55.1576,168.839,0.680965,0,56.2804291844368,-14.820793151855469,6.5615,1.059999942779541,,,,,,,1233,7.853503184,1233,7.853503184,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",159,676.635,545.841,147.406,82.7756,26.2046,0.41088,38.015,107.178,97.9774,121.802,8.77657,122.734,4.12448,3.83038,1.03789,13.8122,16.4504,6.04509,0.270053,0.180011,0.181389,0.992405,0.404579,0.528501,0.397536,0.933079,0.258448,3.94226,0.281267,,-0.505321,126.361,46.4109,161.211,-0.505321,0,48.583339750766754,-7.661564350128174,6.49005,4.389999866485596,,,,,,,1101.4,6.927044025,1101.4,6.927044025,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Cal Raleigh","SEA",159,626.794,541.694,121.698,59.2936,22.5061,0.764584,39.1337,81.4504,104.924,73.9107,6.96608,172.136,6.24372,4.47579,0.46911,6.47096,7.0357,2.49601,0.224662,0.117919,0.274629,0.429374,0.322281,0.485762,0.342678,0.808043,0.2611,3.53932,0.246534,,-0.489621,89.1356,15.075,127.133,-0.489621,14.95,19.555142790079117,22.11080837249756,6.47016,20.170000076293945,,,,,,,827.9,5.206918238,827.9,5.206918238,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Bobby Witt Jr.","KCR",157,664.92,604.125,176.018,104.51,34.1378,7.15852,30.2114,105.861,95.8836,47.7521,5.01304,113.324,6.45991,5.76696,0.815441,6.97348,36.6446,8.51389,0.29136,0.0718164,0.170433,0.421376,0.346678,0.521592,0.367283,0.86827,0.230232,7.28936,0.312651,,2.82759,107.84,29.2748,134.534,2.82759,0,29.891680240631104,7.268518447875977,6.14342,3.109999895095825,,,,,,,1009.2,6.428025477,1009.2,6.428025477,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Gunnar Henderson","BAL",156,669.016,591.06,158.633,95.4866,34.1311,3.85627,25.1589,97.3398,82.0719,66.0908,3.23575,140.868,5.86081,5.50783,0.496606,12.285,20.7415,5.22887,0.268387,0.0987881,0.21056,0.469168,0.344918,0.466879,0.348803,0.811797,0.198491,5.88308,0.310015,,0.922981,98.4668,19.4175,126.266,0.922981,0,21.6336932182312,7.222222328186035,5.30821,14.829999923706055,,,,,,,897.7,5.754487179,897.7,5.754487179,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",159,675.009,612.384,167.851,106.364,26.5753,6.12934,28.7829,96.7885,90.6084,48.6734,3.72945,148.189,9.43451,3.99483,0.522108,11.2019,25.7048,6.60567,0.274095,0.0721079,0.219536,0.328456,0.335009,0.478513,0.347924,0.813523,0.204419,6.63754,0.316491,,1.37466,98.8672,19.1098,130.747,1.37466,0,25.836416602134705,2.253401279449463,5.25094,11.279999732971191,,,,,,,917.7,5.771698113,917.7,5.771698113,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Vladimir Guerrero Jr.","TOR",157,668.722,583.982,174.885,110.81,31.0777,1.06633,31.9309,99.6407,98.5461,72.6173,7.07322,87.5674,7.2072,4.33564,0.580275,16.7374,5.53099,2.14545,0.299469,0.108591,0.130947,0.829273,0.38122,0.520372,0.384166,0.901592,0.220902,3.18552,0.304923,,-0.98421,117.623,38.6088,149.785,-0.98421,0,38.25467026233673,-12.314019203186035,5.00891,18.5,,,,,,,1038.2,6.612738853,1038.2,6.612738853,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Fernando Tatis Jr.","SDP",156,705.684,617.398,168.305,102.284,31.1928,3.21881,31.6086,107.224,94.8514,75.8604,3.31968,140.039,6.83638,4.59148,0.997061,13.8532,25.2097,7.68338,0.272603,0.107499,0.198444,0.54171,0.356189,0.487142,0.362015,0.843331,0.214539,5.62695,0.303538,,0.696191,111.434,28.0518,137.316,0.696191,0,31.906623363494873,-7.422839641571045,4.90712,13.829999923706055,,,,,,,1005.7,6.446794871,1005.7,6.446794871,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ketel Marte","ARI",147,629.488,549.194,151.654,88.2096,31.6527,1.91401,29.8774,86.7939,99.9341,68.4124,4.4665,102.799,6.5073,4.37748,0.607974,13.1691,4.66687,1.72762,0.276139,0.108679,0.163305,0.665498,0.360504,0.503951,0.369034,0.864455,0.227812,3.56098,0.289327,,-0.821557,102.989,28.6099,137.401,-0.821557,0,27.08233004808426,-0.1246439516544342,4.90086,39.38999938964844,,,,,,,917.3,6.240136054,917.3,6.240136054,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Ronald Acuña Jr.","ATL",151,654.858,556.247,154.256,95.3864,25.6943,3.02706,30.1479,106.457,87.5278,85.1672,3.53276,141.81,8.92284,3.98656,0.534653,12.5749,27.5006,9.62789,0.277315,0.130054,0.216551,0.600572,0.379546,0.496988,0.377158,0.876533,0.219672,5.71063,0.319638,,0.329796,111.459,34.0821,143.479,0.329796,0,34.07589694857597,-7.992997646331787,4.89772,7.829999923706055,,,,,,,988.1,6.543708609,988.1,6.543708609,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Corey Seager","TEX",130,545.3,471.001,130.162,76.3505,24.6528,0.416135,28.7429,73.4483,86.3829,60.8666,8.73864,101.367,4.77217,4.42154,0.46458,10.8266,1.53673,0.609439,0.276353,0.11162,0.185892,0.600458,0.361883,0.513536,0.369979,0.87542,0.237184,2.29878,0.293703,,-0.821908,89.6336,25.2022,140.814,-0.821908,0,25.40930426120758,3.5108025074005127,4.87913,105.88999938964844,,,,,,,801.1,6.162307692,801.1,6.162307692,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Yordan Alvarez","HOU",131,565.52,481.596,140.468,77.8721,27.6208,0.868077,34.1066,85.6092,94.2686,70.197,9.25056,93.1237,7.92644,5.30089,0.49907,9.48937,3.08332,1.02983,0.291671,0.124128,0.164669,0.753804,0.386873,0.565088,0.399494,0.95196,0.273417,3.0527,0.295721,,-0.77383,106.509,39.6883,160.316,-0.77383,0,39.42845541238785,-11.755258560180664,4.82275,45.61000061035156,,,,,,,945.4,7.216793893,945.4,7.216793893,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"William Contreras","MIL",152,603.702,526.867,138.627,90.6006,27.1617,0,20.8642,73.2754,81.9961,67.074,2.6859,118.816,4.69381,4.1354,0.931524,15.2397,5.104,1.97462,0.263115,0.111105,0.196812,0.564522,0.349046,0.43347,0.340575,0.782516,0.170355,2.77981,0.300934,,-0.842013,84.8207,13.4887,119.644,-0.842013,5.49,13.213798940181732,13.026117324829102,4.73965,52,,,,,,,747,4.914473684,747,4.914473684,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Francisco Lindor","NYM",159,676.635,595.87,152.527,94.4541,29.4093,1.6306,27.0329,92.5992,82.6068,58.7527,1.12508,126.111,10.3658,4.9343,0.699324,10.1517,23.3563,7.33715,0.255973,0.0868306,0.186379,0.465882,0.330852,0.446903,0.336666,0.777755,0.19093,5.16247,0.280333,,0.594141,92.9205,12.9708,119.513,0.594141,0,16.24266493320465,6.860355377197266,4.66697,17.389999389648438,,,,,,,841.2,5.290566037,841.2,5.290566037,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Will Smith","LAD",126,501.811,428.849,115.95,69.1255,21.2556,1.42677,24.1421,71.8789,72.9156,56.565,2.26379,94.2388,9.23493,5.85966,0.438685,7.85427,2.73048,0.982953,0.270375,0.112722,0.187797,0.600231,0.363131,0.495478,0.367839,0.858609,0.225104,3.4878,0.29023,,-0.732229,81.613,22.3202,138.076,-0.732229,-2.55,21.913349330425262,6.573931932449341,4.62275,114.55999755859375,,,,,,,713.7,5.664285714,713.7,5.664285714,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Kyle Tucker",,152,658,558.471,150.487,88.722,30.3265,2.48385,28.9545,94.7191,90.6132,88.6268,7.59775,98.3837,3.48182,5.3041,0.761135,9.14357,19.8325,6.88506,0.269462,0.134691,0.149519,0.900829,0.369876,0.488198,0.366703,0.858074,0.218736,4.82839,0.278465,,0.00332367,106.408,28.6604,136.614,0.00332367,0,28.477599262725562,-7.037036895751953,4.47209,17.389999389648438,,,,,,,947.4,6.232894736,947.4,6.232894736,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Junior Caminero","TBR",154,653.464,600.409,161.607,95.752,27.9606,0.618903,37.2759,84.7,109.079,42.4242,2.23875,125.848,4.76589,5.31517,0.549406,13.6773,4.69271,1.74244,0.269162,0.0649221,0.192586,0.337107,0.319793,0.504045,0.349872,0.823838,0.234883,3.00415,0.280911,,-0.703896,96.7449,19.5331,124.675,-0.703896,0,18.300443291664124,2.176413059234619,4.39617,13.5600004196167,,,,,,,886.8,5.758441558,886.8,5.758441558,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Mookie Betts","LAD",151,653.358,573.466,152.56,97.1152,33.0177,1.36794,21.0587,85.7348,80.3035,66.125,1.28629,74.179,6.11488,6.28447,0.696453,9.60131,8.52249,3.25944,0.266031,0.101208,0.113535,0.891424,0.344789,0.438543,0.340178,0.783332,0.172512,3.91767,0.271408,,-0.739836,91.5868,14.3875,119.127,-0.739836,0,14.071338891983032,6.990740776062012,4.37892,61.220001220703125,,,,,,,807.3,5.346357615,807.3,5.346357615,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"José Ramírez","CLE",157,667.759,592.879,160.4,97.5561,32.2689,3.79615,26.779,94.0573,86.7822,63.4458,15.4026,73.3761,4.6188,6.13658,0.678756,7.28172,34.2631,9.7162,0.270544,0.095013,0.109884,0.864666,0.342485,0.473281,0.343135,0.815765,0.202736,6.00698,0.267853,,1.88199,95.2092,16.3083,122.102,1.88199,0,19.276598691940308,0.22479945421218872,4.3467,5.21999979019165,,,,,,,913,5.815286624,913,5.815286624,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Alejandro Kirk","TOR",123,480.613,426.29,114.511,77.1712,19.4155,0,17.9239,59.6744,61.7305,44.7331,1.59995,58.5649,4.52442,4.54202,0.52348,12.1738,0.0593802,0.0363362,0.268621,0.0930751,0.121854,0.763822,0.34112,0.440305,0.338597,0.781425,0.171684,1.48049,0.272579,,-0.827083,66.7548,9.96667,118.394,-0.827083,7.31,9.592419922351837,16.201324939727783,4.33147,169.55999755859375,,,,,,,592.3,4.815447154,592.3,4.815447154,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Bo Bichette",,152,658,610.071,178.221,124.94,32.2306,1.81168,19.238,82.1643,83.382,38.6991,0.985592,106.953,4.12257,4.31944,0.622987,15.3875,6.66933,2.77315,0.292131,0.0588133,0.162543,0.361832,0.336333,0.445503,0.337871,0.781836,0.153372,3.63124,0.325651,,-0.902793,91.0054,13.2576,116.808,-0.902793,0,12.168696582317352,7.037036895751953,4.24344,112.94000244140625,,,,,,,803.5,5.28618421,803.5,5.28618421,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Corbin Carroll","ARI",154,657.158,572.082,148.44,81.5177,31.2017,7.98075,27.7396,103.534,85.7049,68.2801,2.54228,136.456,8.71725,4.30578,3.77264,8.28123,36.9109,7.17087,0.259473,0.103902,0.207646,0.500381,0.345029,0.487381,0.356321,0.83241,0.227908,7.95293,0.292825,,3.41591,100.733,23.0844,128.692,3.41591,0,25.763237714767456,-6.829434871673584,4.17411,8.5600004196167,,,,,,,937.2,6.085714285,937.2,6.085714285,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Trea Turner","PHI",149,635.604,579.303,164.154,112.74,29.6708,4.48922,17.2538,86.6883,74.6031,40.1479,0.299687,113.879,5.39288,4.25805,0.739319,11.8029,25.2997,5.67393,0.283364,0.0631651,0.179166,0.35255,0.333323,0.439432,0.334514,0.772755,0.156068,6.26168,0.324692,,1.69343,86.1754,11.074,113.128,1.69343,0,11.582762241363525,6.898148059844971,4.0544,28.829999923706055,,,,,,,774.7,5.199328859,774.7,5.199328859,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Austin Riley","ATL",156,675.983,608.482,157.516,92.3176,30.7406,2.69742,31.76,89.681,98.843,52.5113,0.930963,174.05,9.13535,5.34014,0.513708,10.7435,2.372,0.83413,0.258867,0.0776815,0.257477,0.301703,0.32446,0.47484,0.342744,0.799299,0.215973,3.52976,0.308216,,-0.877466,96.1668,16.2942,119.905,-0.877466,0,15.069858968257904,2.0061726570129395,4.04811,82,,,,,,,871.6,5.587179487,871.6,5.587179487,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Jackson Merrill","SDP",146,661.578,604.847,164.333,101.055,35.1734,3.65703,24.4474,85.31,86.9061,44.6033,2.11745,130.274,3.28905,5.63716,3.20234,10.2269,9.88017,2.58261,0.271694,0.0674195,0.196914,0.34238,0.322347,0.463196,0.336092,0.785543,0.191502,4.99895,0.306927,,-0.0509144,90.5446,12.3741,119.558,-0.0509144,0,15.284404143691063,2.052811861038208,4.0258,78.83000183105469,,,,,,,817.9,5.602054794,817.9,5.602054794,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Matt Chapman","SFG",156,658.436,571.492,136.881,76.3105,30.1266,1.67301,28.7712,89.0247,82.2853,74.2295,1.11324,162.481,7.16697,5.01727,0.53088,9.51163,8.9781,2.6922,0.239516,0.112736,0.246768,0.45685,0.331777,0.449118,0.338095,0.780895,0.209603,4.35496,0.280618,,-0.340664,91.1851,13.3858,119.584,-0.340664,0,14.942502081394196,2.407407283782959,4.01641,171.77999877929688,,,,,,,818.9,5.249358974,818.9,5.249358974,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Willy Adames","SFG",157,665.295,582.342,136.353,77.0713,28.4821,1.37437,29.4254,86.7728,84.8317,70.7691,1.6364,176.355,3.9035,5.18199,0.469154,7.93086,10.7978,3.54221,0.234146,0.106373,0.265077,0.401289,0.318676,0.439365,0.327629,0.75804,0.205218,4.19961,0.280103,,-0.281999,86.4818,7.87209,112.415,-0.281999,0,9.507209539413452,7.268518447875977,3.98101,132.3300018310547,,,,,,,773.8,4.92866242,773.8,4.92866242,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Zach Neto","LAA",154,647.692,580.609,144.973,86.5013,29.1168,2.61362,26.7412,87.4319,77.0687,43.3834,2.99535,160.046,16.3989,3.96176,3.33922,8.7631,27.2431,8.24192,0.249691,0.0669815,0.247102,0.271068,0.317769,0.447015,0.329266,0.764783,0.197323,6.12974,0.297226,,1.12746,85.0546,8.52481,110.185,1.12746,0,8.90232527256012,7.129629611968994,3.92107,33,,,,,,,791.9,5.142207792,791.9,5.142207792,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Adley Rutschman","BAL",143,570.456,499.162,125.68,81.6783,24.7143,1.42293,17.8644,68.4511,66.5053,61.6418,1.89945,89.6575,3.97342,5.08143,0.596518,11.0787,0.824407,0.28541,0.251782,0.108057,0.157168,0.687525,0.335688,0.414361,0.327218,0.750049,0.162579,2.42247,0.271766,,-0.911843,73.9632,6.55945,111.396,-0.911843,5.56,6.750341415405273,11.478209495544434,3.87383,172.44000244140625,,,,,,,653.9,4.572727272,653.9,4.572727272,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Alex Bregman",,157,679,597.638,153.979,96.5261,31.1564,1.1454,25.1512,82.9358,86.7937,66.4761,1.21455,94.3743,8.56897,5.69025,0.626162,12.3166,2.66946,1.07196,0.257646,0.097903,0.13899,0.704388,0.337608,0.439864,0.337521,0.777472,0.182219,2.86513,0.266281,,-1.02973,93.7166,13.4875,116.567,-1.02973,0,12.265678524971008,2.422839403152466,3.85399,126.22000122070312,,,,,,,822.9,5.241401273,822.9,5.241401273,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jeremy Peña","HOU",151,649.3,593.066,161.781,111.288,29.1489,3.45346,17.8912,85.3956,71.3904,37.1039,0.799678,115.368,10.8726,4.33166,2.38934,13.9487,17.8493,4.29307,0.272788,0.0571444,0.177681,0.321613,0.325018,0.424086,0.325135,0.749103,0.151297,5.635,0.310016,,0.765633,83.0878,6.36797,109.092,0.765633,0,7.723682999610901,6.990740776062012,3.79194,93.94000244140625,,,,,,,751.6,4.977483443,751.6,4.977483443,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Manny Machado","SDP",151,683.631,618.253,161.139,101.344,29.5184,0,30.2768,85.9078,94.91,55.7767,3.92263,130.889,2.52598,6.21233,0.630741,12.2228,8.72556,3.76197,0.260637,0.0815888,0.191462,0.426136,0.321401,0.455296,0.332547,0.776697,0.194659,3.21197,0.282458,,-0.82352,91.5953,10.819,117.129,-0.82352,0,13.055442810058594,-0.4760720431804657,3.61408,42.060001373291016,,,,,,,835.5,5.533112582,835.5,5.533112582,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Elly De La Cruz","CIN",156,661.672,593.076,151.692,94.5873,31.021,3.93107,22.153,93.9696,74.5081,59.5024,5.08774,181.702,3.40336,4.12121,1.56932,9.58699,40.9444,10.176,0.255772,0.0899273,0.27461,0.327472,0.325098,0.433392,0.326326,0.75849,0.17762,6.81689,0.32933,,3.01552,85.3111,7.12944,104.249,3.01552,0,6.347660541534424,6.720678806304932,3.58936,9.170000076293945,,,,,,,816.6,5.234615384,816.6,5.234615384,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Bryce Harper","PHI",154,656.33,564.649,154.217,93.4763,30.4152,2.48323,27.8418,91.875,92.291,81.029,8.16104,136.263,5.10734,4.52746,1.01682,12.4568,10.7413,4.07927,0.273119,0.123458,0.207613,0.594652,0.366776,0.483705,0.363589,0.850481,0.210586,4.4647,0.311981,,-0.654147,104.479,26.9284,133.045,-0.654147,0,25.05100005865097,-11.982780456542969,3.57116,57.61000061035156,,,,,,,926.7,6.017532467,926.7,6.017532467,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Xander Bogaerts","SDP",141,639.526,569.409,150.568,104.043,28.5369,1.37687,16.6116,80.3383,70.2764,50.2357,1.55342,113.821,5.58277,6.06971,0.96696,13.0946,17.9959,5.9694,0.264429,0.0785516,0.177977,0.441357,0.326925,0.406902,0.319583,0.733827,0.142473,4.8169,0.300995,,0.109504,78.9546,3.38967,108.249,0.109504,0,6.3617235869169235,6.527777671813965,3.49568,223.3300018310547,,,,,,,711.6,5.04680851,711.6,5.04680851,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Wyatt Langford","TEX",149,627.095,546.199,136.921,80.7066,26.9393,4.15663,25.1181,89.6568,75.1677,70.136,2.6895,146.601,6.43589,3.79512,0.529595,8.12648,19.8082,5.4194,0.250679,0.111843,0.233777,0.478416,0.340735,0.453182,0.343002,0.793917,0.202503,6.07766,0.295559,,0.721761,89.3433,15.2471,122.23,0.721761,0,17.15231102705002,-4.5987653732299805,3.49266,53.38999938964844,,,,,,,809.3,5.431543624,809.3,5.431543624,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Byron Buxton","MIN",130,552.639,496.052,124.358,64.0761,29.2791,2.35751,28.6452,79.5181,79.1263,43.5245,2.04041,151.293,8.99229,3.54118,0.528782,5.67463,14.9162,3.4955,0.250695,0.0787576,0.273765,0.287683,0.320361,0.492464,0.346273,0.812825,0.241768,5.69181,0.299426,,0.795539,80.2029,14.9043,122.32,0.795539,0,15.333691895008087,-0.4012346565723419,3.47386,83.88999938964844,,,,,,,745.6,5.735384615,745.6,5.735384615,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Nick Kurtz","ATH",143,604.117,518.268,130.328,68.3926,24.6589,1.7336,35.5431,88.3369,93.0046,76.3982,3.58552,186.396,4.95919,3.88982,0.601677,8.81936,3.2953,1.00614,0.251469,0.126463,0.308543,0.409871,0.350754,0.51148,0.367234,0.862234,0.260011,3.70056,0.31572,,-0.717904,97.9549,26.5739,134.698,-0.717904,0,23.987853586673737,-11.284722328186035,3.42704,19.110000610351562,,,,,,,878.2,6.141258741,878.2,6.141258741,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Jordan Westburg","BAL",143,613.265,560.56,146.268,89.9589,28.1756,3.74228,24.3914,81.0909,78.0138,40.1747,0.282047,139.419,7.80416,3.72019,1.00533,10.489,7.923,2.30402,0.260932,0.0655096,0.22734,0.288157,0.317263,0.455085,0.332529,0.772348,0.194153,4.97415,0.304335,,-0.267694,82.1584,9.69649,115.055,-0.267694,0,10.61428651213646,1.6049381494522095,3.40975,134.77999877929688,,,,,,,739.8,5.173426573,739.8,5.173426573,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Pete Alonso","BAL",157,675.985,592.945,149.238,83.5483,27.0611,0,38.6285,91.033,104.04,64.2547,4.20439,157.654,13.0287,5.18934,0.566719,11.8539,2.40597,0.984143,0.251689,0.0950535,0.233221,0.407568,0.33538,0.492768,0.353447,0.828148,0.241079,2.35437,0.275249,,-0.955833,102.041,22.1683,129.464,-0.955833,0,22.51917678117752,-12.713663101196289,3.38366,25.829999923706055,,,,,,,918.3,5.849044585,918.3,5.849044585,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Dansby Swanson","CHC",159,678.687,608.285,149.319,94.809,29.1001,1.67566,23.7346,83.8951,83.049,55.0192,1.01954,175.121,3.95653,4.81733,1.1527,11.0174,16.0307,4.73778,0.245476,0.0810671,0.258029,0.314179,0.309927,0.415882,0.314877,0.72581,0.170406,4.92218,0.303164,,0.257423,81.1961,1.00401,103.078,0.257423,0,2.733629494905472,7.361111164093018,3.34304,142.44000244140625,,,,,,,740.9,4.659748427,740.9,4.659748427,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Geraldo Perdomo","ARI",159,677.91,577.07,146.982,105.096,26.4441,3.93573,11.5062,83.293,59.2666,74.6684,1.25462,91.946,7.28121,5.72665,13.164,13.1929,18.6314,5.82355,0.254704,0.110145,0.135631,0.81209,0.344389,0.373986,0.318837,0.718375,0.119282,5.4794,0.282627,,0.114913,83.2828,3.18251,103.015,0.114913,0,2.5371179655194283,7.361111164093018,3.32029,84.33000183105469,,,,,,,722.5,4.544025157,722.5,4.544025157,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Shea Langeliers","ATH",131,513.891,467.556,119.208,65.0749,24.4593,1.8071,27.8666,69.8071,74.9478,37.7108,1.08014,118.901,4.04218,3.89164,0.690367,7.12112,5.6284,1.67688,0.254959,0.0733829,0.231374,0.317162,0.313641,0.493804,0.343535,0.807445,0.238845,4.19004,0.281327,,-0.259145,73.4374,12.7172,118.373,-0.259145,-3.75,10.868900924921036,3.6625514030456543,3.29638,60.279998779296875,,,,,,,674.4,5.148091603,674.4,5.148091603,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Trent Grisham","NYY",130,556.175,471.786,105.474,57.35,20.4994,1.05733,26.5675,72.5882,70.1681,72.1852,0.509534,137.246,6.2849,3.21287,2.70559,8.64117,5.53885,1.85407,0.223564,0.129789,0.246767,0.525956,0.332348,0.440434,0.33669,0.772782,0.21687,3.62855,0.253568,,-0.544782,76.389,10.6726,117.605,-0.544782,0,10.99574488401413,2.0061726570129395,3.28879,268.6099853515625,,,,,,,673.3,5.179230769,673.3,5.179230769,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Austin Wells","NYY",125,491.619,440.202,95.5463,55.6469,18.9058,1.44685,19.5468,54.6367,58.4906,41.3022,0.836327,122.297,5.33822,3.89006,0.88664,6.5621,3.47157,1.19889,0.217051,0.0840127,0.248764,0.33772,0.289744,0.399785,0.299505,0.689529,0.182734,3.62767,0.251448,,-0.466397,52.68,-5.40855,91.9897,-0.466397,11.46,-5.107794791460037,20.20318603515625,3.27565,224.72000122070312,,,,,,,487.3,3.8984,487.3,3.8984,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Oneil Cruz","PIT",125,567.149,502.613,122.599,68.6086,25.848,1.94987,26.1924,83.5302,74.8177,56.81,2.96399,171.166,3.943,3.33302,0.450399,7.65667,26.0783,6.14526,0.243923,0.100168,0.3018,0.3319,0.323544,0.459446,0.336037,0.78299,0.215523,6.24638,0.312412,,1.86464,77.5957,10.5826,113.898,1.86464,0,11.206674456596375,1.3277616500854492,3.21298,103.44000244140625,,,,,,,732.6,5.8608,732.6,5.8608,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Kyle Schwarber","PHI",159,677.056,564.732,130.366,65.547,22.2392,0.677637,41.9021,98.0386,110.308,101.201,3.903,187.968,7.30488,3.29191,0.526978,9.87359,5.57837,2.1975,0.230846,0.149472,0.277625,0.538394,0.353084,0.495221,0.363772,0.848305,0.264375,3.10534,0.261608,,-0.907512,107.879,27.8794,133.17,-0.907512,0,25.71002423763275,-16.975624084472656,3.19831,24.219999313354492,,,,,,,957.1,6.019496855,957.1,6.019496855,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Gabriel Moreno","ARI",113,444.693,397.293,109.583,77.1025,20.603,1.53783,10.3398,52.7115,53.7755,39.027,1.88149,73.9875,4.01671,3.706,0.650547,10.2748,3.88742,1.47497,0.275824,0.0877616,0.166379,0.527481,0.343721,0.413501,0.330013,0.757222,0.137677,3.70373,0.313395,,-0.607286,58.6665,6.12253,110.67,-0.607286,3.26,5.016503751277924,11.082310438156128,3.16083,176.11000061035156,,,,,,,519.1,4.593805309,519.1,4.593805309,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Jazz Chisholm Jr.","NYY",143,611.792,543.013,126.866,74.7826,21.4248,2.73014,27.9286,87.9082,71.9659,58.2152,2.0466,165.15,5.10678,4.19431,1.26295,8.32249,32.3051,8.50883,0.233634,0.0951551,0.269944,0.3525,0.311513,0.437442,0.323044,0.748956,0.203809,6.42633,0.279383,,2.0783,77.2497,4.96173,108.205,2.0783,0,7.994704008102417,1.6049381494522095,3.13655,22.829999923706055,,,,,,,734,5.132867132,734,5.132867132,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
