Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",13.704,8.99586,13.1223,2.81978,32,32,0,0,,185.504,740.075,143.736,62.19,58.12,15.0695,45.6335,0.4506,6.5588,214.98,10.4301,2.21398,4.71102,0.73112,0.290485,0.0616607,0.2288239188492298,0.208955,1.02084,0.281035,0.755797,,,2.71746,6.0461,5.72047,9.890000343322754,,,,,,,1088.5,5.852150537634409,1006,5.408602150537634,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",13.7123,8.95194,13.046,2.8198,32,32,0,0,,185.056,728.505,140.254,62.33,57.98,19.391,37.8984,0.494179,5.92976,222.511,10.8216,1.84315,5.87124,0.94306,0.305434,0.0520221,0.25341232493519783,0.204847,0.962696,0.272967,0.767011,,,2.80305,5.81448,5.64841,6.440000057220459,,,,,,,1085.3,5.866486486486486,992,5.3621621621621625,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",14.2063,9.07326,14.9196,3.1599,32,32,0,0,,194.56,781.803,156.443,73.46,68.31,22.0784,47.9528,0.573569,5.55919,235.026,10.8719,2.21821,4.90119,1.02131,0.30062,0.0613362,0.2392837405204773,0.214808,1.05055,0.285162,0.754734,,,3.01951,5.48946,5.06684,10.5600004196167,,,,,,,1074.8000000000002,5.511794871794873,997,5.112820512820512,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Logan Webb","SFG",13.41,9.90064,15.3121,3.35012,32,32,0,0,,196.032,804.32,182.345,78.3,72.97,15.348,45.7127,0.827672,6.23211,185.814,8.53087,2.09871,4.06482,0.704642,0.231019,0.0568339,0.1741856038570404,0.242358,1.16337,0.302961,0.724971,,,3.05215,5.10591,4.56448,54.88999938964844,,,,,,,1008.7,5.146428571428571,1001,5.107142857142857,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Cole Ragans","KCR",11.8287,8.66972,12.2824,3.3102,29,29,0,0,,168.461,692.455,131.139,66.12,61.96,17.7338,60.0902,0.570566,5.41866,210.66,11.2545,3.21031,3.50572,0.947423,0.304222,0.0867785,0.21744300425052643,0.209171,1.13515,0.284543,0.751849,,,3.16925,4.51288,4.00383,49.720001220703125,,,,,,,908.1999999999999,5.405952380952381,833,4.958333333333333,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Cristopher Sánchez","PHI",12.8171,9.38271,12.5635,3.30015,32,32,0,0,,180.128,736.174,162.479,71.39,66.05,15.3977,44.293,0.457278,5.48334,175.225,8.75501,2.21307,3.95604,0.769338,0.238021,0.0601664,0.1778545044362545,0.236713,1.14792,0.29667,0.730945,,,3.12986,4.48514,4.25454,29.389999389648438,,,,,,,929.3,5.1627777777777775,908,5.044444444444444,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Chris Sale","ATL",11.8157,8.30302,12.9722,3.59011,28,28,0,0,,168.112,692.539,141.787,71.88,67.06,18.8933,46.9937,0.438916,8.88675,208.564,11.1656,2.51584,4.43812,1.01147,0.301158,0.0678571,0.23330069333314896,0.222704,1.12294,0.300325,0.720142,,,3.1121,4.44001,3.33859,33.439998626708984,,,,,,,890.3,5.2994047619047615,843,5.017857142857143,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",12.5483,9.66618,12.5839,3.32005,32,32,0,0,,180.16,718.406,147.731,71.03,66.46,23.5028,34.0098,0.478313,6.56882,181.418,9.06286,1.69898,5.33429,1.1741,0.252529,0.0473407,0.20518805086612701,0.217947,1.00877,0.26269,0.743839,,,3.4928,4.25269,4.25454,41,,,,,,,891,4.95,827,4.594444444444444,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Jesús Luzardo","PHI",12.2903,9.80166,14.1394,3.74976,31,31,0,0,,184.14,765.255,160.717,82.83,76.72,22.242,57.8493,0.513816,5.71328,205.396,10.0389,2.82743,3.55053,1.0871,0.268402,0.0755948,0.19280683249235153,0.229043,1.18696,0.292109,0.724207,,,3.51008,4.13201,3.20717,70.27999877929688,,,,,,,890.4,4.839130434782609,852,4.630434782608695,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"George Kirby","SEA",11.7876,9.90399,12.9713,3.63992,31,31,0,0,,177.754,722.815,159.07,76.93,71.89,21.7655,35.2234,0.477329,6.51736,170.634,8.63948,1.78343,4.84432,1.10203,0.236068,0.0487309,0.18733718246221542,0.233557,1.09305,0.280973,0.716409,,,3.51154,4.1221,3.45735,64.55999755859375,,,,,,,849.1999999999999,4.770786516853932,820,4.606741573033708,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Yoshinobu Yamamoto","LAD",12.866,7.11098,12.2463,3.26007,28,28,0,0,,165.116,673.863,135.644,64.12,59.81,15.6762,50.2478,0.396934,5.39376,179.198,9.76755,2.73887,3.56628,0.854464,0.265926,0.0745669,0.19135920703411102,0.21941,1.12582,0.283379,0.742759,,,3.20975,4.10879,4.02722,24.719999313354492,,,,,,,863.6,5.233939393939394,810,4.909090909090909,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Logan Gilbert","SEA",11.0342,8.92508,11.0694,3.40988,29,29,0,0,,160.95,645.641,130.469,65.32,60.98,21.3497,36.6119,0.50359,4.93313,188.861,10.5607,2.04726,5.15845,1.19383,0.292517,0.0567063,0.2358105517923832,0.215974,1.03809,0.277034,0.741745,,,3.2871,4.03493,3.63707,39.060001373291016,,,,,,,847.1000000000001,5.261490683229814,784,4.869565217391305,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Hunter Brown","HOU",12.1651,9.72948,13.4339,3.59976,31,31,0,0,,180.637,747.431,151.692,76.91,72.25,19.6907,61.0194,0.548994,7.08955,194.654,9.69837,3.04021,3.19003,0.981061,0.26043,0.0816388,0.17879167199134827,0.223299,1.17756,0.283887,0.733489,,,3.52818,3.93835,3.6582,38.720001220703125,,,,,,,884.2,4.8850828729281774,831,4.5911602209944755,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Max Fried","NYY",13.8393,8.59429,14.3608,3.31022,31,31,0,0,,187.302,770.662,158.091,74.14,68.89,17.6754,59.2134,0.495436,7.0612,174.879,8.40305,2.84525,2.95336,0.849316,0.22692,0.0768344,0.15008563548326492,0.224437,1.16018,0.274338,0.743484,,,3.5561,3.9342,4.40055,58.279998779296875,,,,,,,903.5999999999999,4.832085561497326,853,4.561497326203209,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Dylan Cease","TOR",12.6187,9.96929,14.0832,3.78017,32,32,0,0,,186.944,777.414,151.741,83.84,78.52,24.9226,68.9836,0.641225,6.28449,224.784,10.8217,3.32106,3.25852,1.19984,0.289143,0.0887346,0.20040863752365112,0.21611,1.1807,0.280298,0.7366,,,3.67129,3.88845,3.29697,69.77999877929688,,,,,,,906.0999999999999,4.845454545454545,835,4.46524064171123,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Spencer Schwellenbach","ATL",10.9759,8.4187,11.2655,3.63025,28,28,0,0,,157.948,644.758,144.782,68.14,63.71,17.732,31.8252,0.596681,5.37516,153.397,8.74068,1.81343,4.81998,1.01039,0.237914,0.0493599,0.18855397030711174,0.238302,1.11814,0.291114,0.714624,,,3.35878,3.83383,3.10617,79.77999877929688,,,,,,,765.8,4.846835443037975,751,4.753164556962025,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Joe Ryan","MIN",10.9833,10.389,12.2762,3.79,31,31,0,0,,173.042,703.416,144.4,77.64,72.87,26.4298,40.2947,0.444454,7.5669,188.532,9.80563,2.09574,4.67883,1.37463,0.268023,0.0572842,0.2107388898730278,0.220272,1.06734,0.267754,0.724847,,,3.77145,3.75663,3.0182,62.560001373291016,,,,,,,820.0000000000001,4.739884393063584,761,4.398843930635838,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Ranger Suárez",,11.329,9.19951,12.6791,3.58984,29,29,0,0,,169.679,702.402,155.268,72.72,67.68,16.9192,46.5116,0.543753,5.52657,156.031,8.27611,2.46704,3.35467,0.897419,0.22214,0.0662179,0.15592170506715775,0.23874,1.18918,0.289788,0.724676,,,3.51233,3.70145,3.36165,169.44000244140625,,,,,,,798.9000000000001,4.699411764705883,782,4.6,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Hunter Greene","CIN",10.7859,10.9519,13.3834,3.94006,31,31,0,0,,178.901,739.2,146.487,83.41,78.32,26.8382,56.3669,0.483659,9.29953,209.507,10.5397,2.83566,3.71685,1.35015,0.283424,0.0762539,0.20717036724090576,0.21749,1.13389,0.273678,0.722674,,,3.84436,3.54976,2.87929,44.720001220703125,,,,,,,837.9,4.681005586592178,769,4.29608938547486,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Framber Valdez",,12.0791,9.92886,13.7726,3.63014,31,31,0,0,,182.497,764.262,163.935,79.36,73.61,16.315,63.3244,0.476856,8.43596,173.37,8.5499,3.1229,2.73781,0.804591,0.226846,0.0828569,0.1439894586801529,0.236728,1.24528,0.293586,0.723513,,,3.57699,3.50164,3.50661,94.5,,,,,,,856.6,4.706593406593407,835,4.587912087912088,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Freddy Peralta","MIL",12.3123,9.76006,13.9759,3.67023,31,31,0,0,,183.52,757.509,143.609,79.83,74.84,25.3119,67.0682,0.464122,8.35866,204.247,10.0165,3.28909,3.04536,1.24132,0.269629,0.0885378,0.1810915693640709,0.210545,1.14798,0.261416,0.746672,,,3.93528,3.49708,3.53124,62.279998779296875,,,,,,,862.7000000000002,4.68858695652174,778,4.228260869565218,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Brandon Woodruff","MIL",10.7066,8.52426,10.6695,3.47024,28,28,0,0,,155.064,626.416,122.051,63.94,59.79,21.6757,41.2541,0.444504,5.87665,172.662,10.0214,2.39441,4.18534,1.25807,0.275636,0.0658574,0.20977823436260223,0.210692,1.05314,0.26075,0.747335,,,3.6372,3.47723,3.34352,111.77999877929688,,,,,,,764.2,4.930322580645162,694,4.47741935483871,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Blake Snell","LAD",11.5403,7.9821,11.8268,3.81017,28,28,0,0,,160.552,672.504,132.447,73.11,67.97,19.0347,65.1581,0.537945,4.3157,190.355,10.6707,3.65254,2.92144,1.06702,0.283054,0.0968887,0.1861656978726387,0.219636,1.23079,0.288112,0.728227,,,3.60328,3.34939,2.76554,61.33000183105469,,,,,,,787.5,4.891304347826087,731,4.540372670807454,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Jacob deGrom","TEX",10.9701,10.0549,11.3306,3.70974,31,31,0,0,,167.834,676.238,133.725,73.52,69.18,25.2154,43.2755,0.478162,4.52386,183.036,9.81518,2.32063,4.22954,1.35216,0.270667,0.0639945,0.20667289942502975,0.21279,1.05462,0.258241,0.730285,,,3.76151,3.33433,3.11764,44.779998779296875,,,,,,,809.3000000000001,4.817261904761905,737,4.386904761904762,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"MacKenzie Gore","WSN",9.87826,12.0971,14.3657,4.21017,31,31,0,0,,183.52,783.736,168.379,92.14,85.85,23.1686,70.103,0.486581,6.47943,201.642,9.88873,3.43792,2.87637,1.13621,0.257283,0.0894473,0.16783610731363297,0.238109,1.29949,0.301053,0.71024,,,3.83072,3.30654,2.26383,195.72000122070312,,,,,,,817.9000000000003,4.445108695652175,797,4.331521739130435,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Pablo López","MIN",10.3953,10.7759,11.9685,4.02994,31,31,0,0,,170.221,712.107,160.913,81.48,76.22,21.6669,44.0619,0.462105,7.27569,165.19,8.73399,2.32966,3.74904,1.14558,0.231973,0.0618754,0.1700979620218277,0.243524,1.20417,0.293823,0.707135,,,3.75376,3.2672,2.50555,140.61000061035156,,,,,,,745.8000000000001,4.387058823529412,741,4.358823529411764,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Zack Wheeler","PHI",9.08771,6.10921,9.75956,3.32979,21,21,0,0,,127.008,515.611,100.591,50.42,46.99,15.2079,36.4735,0.311963,5.11634,148.05,10.491,2.58457,4.0591,1.07766,0.287134,0.0707384,0.21639563143253326,0.212209,1.07918,0.274754,0.748398,,,3.34279,3.18359,3.01788,145.72000122070312,,,,,,,665.7000000000002,5.241732283464568,613,4.826771653543307,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Michael King","SDP",11.0392,10.2793,12.3778,3.9598,31,31,0,0,,172.918,728.073,154.348,81.58,76.08,21.8602,59.5068,0.703157,7.64227,171.522,8.92734,3.0972,2.88239,1.13778,0.235583,0.0817319,0.15385154634714127,0.233533,1.23674,0.283371,0.721825,,,3.95972,3.11395,2.5948,137.55999755859375,,,,,,,749.1999999999999,4.330635838150289,719,4.15606936416185,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Spencer Strider","ATL",10.1943,9.20014,11.8073,4.19023,28,28,0,0,,158.984,670.938,143.161,79,74.02,21.7911,52.7863,0.530413,6.3957,183.431,10.3839,2.9882,3.47497,1.23358,0.273394,0.0786753,0.19471918791532516,0.234016,1.2325,0.298548,0.706888,,,3.72619,3.09578,2.00755,103.22000122070312,,,,,,,723.2,4.548427672955975,698,4.389937106918239,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Sonny Gray","BOS",10.4963,10.3571,11.2036,4.00991,31,31,0,0,,165.819,689.774,151.929,79.39,73.88,23.2807,44.9464,0.418609,5.92616,168.681,9.15535,2.43951,3.75294,1.26358,0.244546,0.0651611,0.1793844848871231,0.237797,1.18729,0.287842,0.715142,,,3.84618,3.05359,2.45632,112.33000183105469,,,,,,,735.3,4.429518072289157,716,4.313253012048193,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Shohei Ohtani","LAD",10.0341,6.11986,9.68571,3.46975,23,23,0,0,,132.779,548.068,105.51,54.77,51.19,15.6436,47.1696,0.342707,5.70541,157.474,10.6739,3.19724,3.33846,1.06035,0.287325,0.0860653,0.20126011967658997,0.213069,1.14988,0.279023,0.748667,,,3.48944,3.04947,2.86186,1.059999942779541,,,,,,,666.8000000000001,5.013533834586466,612,4.601503759398496,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Matthew Boyd","CHC",11.0892,10.0094,11.7618,3.89025,31,31,0,0,,169.601,703.255,149.959,78.51,73.31,22.5546,47.7111,0.460203,7.39642,152.222,8.07777,2.53182,3.19049,1.19688,0.216454,0.0678433,0.14861023426055908,0.231366,1.1655,0.269143,0.717427,,,4.04367,3.04931,2.71565,225.1699981689453,,,,,,,724.0999999999999,4.259411764705882,690,4.0588235294117645,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Tanner Bibee","CLE",10.5453,11.3575,13.9504,4.03017,31,31,0,0,,181.846,758.542,165.141,87.35,81.43,24.7184,52.2378,0.53833,7.60796,162.226,8.02897,2.58537,3.10553,1.22337,0.213866,0.068866,0.14499980211257935,0.236356,1.1954,0.274396,0.711422,,,4.10532,3.04135,2.65323,177.61000061035156,,,,,,,754.3,4.144505494505494,729,4.0054945054945055,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Eury Pérez","MIA",9.22699,9.88537,10.4338,3.75993,28,28,0,0,,152.572,626.78,123.053,68.28,63.74,21.6034,48.9636,0.45803,5.42719,167.456,9.878,2.88829,3.42001,1.27435,0.267169,0.0781193,0.1890498548746109,0.214981,1.12744,0.264653,0.731715,,,3.85024,3.01587,2.77416,83.94000244140625,,,,,,,713.8,4.665359477124182,651,4.254901960784314,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Nathan Eovaldi","TEX",10.7892,9.51763,12.3481,3.81,29,29,0,0,,166.866,686.526,147.491,75.35,70.64,21.781,43.7227,0.540984,6.4746,161.048,8.68623,2.35821,3.6834,1.17477,0.234585,0.0636869,0.1708977222442627,0.231785,1.14591,0.277201,0.720903,,,3.80422,3.00242,2.94575,142.11000061035156,,,,,,,754.9999999999998,4.520958083832334,721,4.317365269461078,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Nick Pivetta","SDP",11.477,10.8325,13.7345,4.11009,32,32,0,0,,183.456,761.56,160.916,89.46,83.78,30.0231,53.0613,0.70832,5.46004,190.943,9.36729,2.60308,3.59853,1.47287,0.250726,0.0696745,0.18105150759220123,0.228887,1.16637,0.271522,0.72417,,,4.13798,2.92651,2.50925,86.83000183105469,,,,,,,774.6,4.232786885245901,733,4.005464480874317,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Jack Flaherty","DET",10.0448,10.1729,12.3839,4.08985,29,29,0,0,,165.967,697,148.85,80.79,75.42,24.4391,51.9504,0.513843,7.67961,182.508,9.89699,2.81715,3.51313,1.32527,0.261848,0.0745343,0.18731418251991272,0.233538,1.20988,0.289044,0.720412,,,3.92795,2.87621,2.24841,216.88999938964844,,,,,,,731.8000000000001,4.408433734939759,704,4.240963855421687,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Kyle Bradish","BAL",9.59344,8.49198,8.06898,3.63984,28,28,0,0,,139.16,578.281,117.304,60.07,56.28,16.6576,47.4539,0.420129,5.98923,153.677,9.93885,3.06902,3.23844,1.07731,0.265748,0.0820603,0.18368729203939438,0.223505,1.18395,0.283908,0.740172,,,3.63474,2.80894,2.70949,73.44000244140625,,,,,,,664.3000000000002,4.7791366906474835,623,4.482014388489208,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Sandy Alcantara","MIA",10.6055,11.4462,14.4482,4.08998,31,31,0,0,,184.512,774.83,175.358,89.93,83.85,21.136,54.4505,0.515265,7.17385,141.415,6.89786,2.65595,2.59714,1.03096,0.182512,0.0702741,0.1122373640537262,0.245873,1.24549,0.28007,0.69863,,,4.09339,2.80152,2.53393,156.8300018310547,,,,,,,754.7,4.07945945945946,751,4.059459459459459,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Luis Castillo","SEA",10.9625,10.8389,13.904,4.20007,31,31,0,0,,180.854,755.721,166.37,90.4,84.4,26.6506,51.7371,0.668451,6.65792,162.99,8.11104,2.57464,3.15036,1.32624,0.215676,0.0684606,0.14721491187810898,0.238583,1.20598,0.275209,0.706359,,,4.21701,2.78567,2.27822,162.77999877929688,,,,,,,724.7000000000002,4.003867403314918,703,3.883977900552486,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"David Peterson","NYM",10.855,10.8946,13.831,4.25993,31,31,0,0,,180.172,777.807,181.181,91.37,85.28,18.5447,66.2555,0.615228,8.12199,155.546,7.76986,3.30961,2.34766,0.92635,0.19998,0.0851825,0.11479736119508743,0.257568,1.37334,0.307244,0.704672,,,3.985,2.7559,2.1124,355.7799987792969,,,,,,,717.6999999999999,3.987222222222222,743,4.127777777777778,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Tyler Glasnow","LAD",10.4746,7.53833,10.8093,3.91983,26,26,0,0,,147.68,612.795,122.254,68.53,64.32,20.0041,52.6137,0.372348,4.13847,167.698,10.2199,3.20642,3.18734,1.2191,0.273661,0.0858586,0.1878020390868187,0.219863,1.1841,0.277595,0.724065,,,3.77783,2.73517,2.34094,113.22000122070312,,,,,,,697,4.70945945945946,645,4.358108108108108,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Kevin Gausman","TOR",11.053,10.7657,14.2945,4.46981,31,31,0,0,,182.001,768.341,173.006,96.33,90.39,27.5861,55.2861,0.62687,4.48264,174.506,8.62937,2.73391,3.15642,1.36414,0.22712,0.0719552,0.15516526252031326,0.244162,1.25435,0.28712,0.695741,,,4.17311,2.7303,1.73312,117.22000122070312,,,,,,,725.6000000000001,3.9868131868131877,719,3.9505494505494507,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Drew Rasmussen","TBR",9.39091,10.9496,9.54168,3.97005,31,31,0,0,,156.24,648.69,145.649,73.89,68.92,19.7739,40.9238,0.522382,5.49463,133.926,7.71464,2.35736,3.27257,1.13905,0.206456,0.0630868,0.1433693692088127,0.241832,1.19414,0.280612,0.70919,,,3.95736,2.68769,2.33324,147.5,,,,,,,658.8000000000001,4.223076923076923,650,4.166666666666667,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Trevor Rogers","BAL",10.4234,9.40953,11.521,4.13028,29,29,0,0,,160.747,680.073,148.651,78.98,73.77,20.2196,55.152,0.713324,5.74743,148.689,8.3249,3.08788,2.69599,1.13207,0.218637,0.0810972,0.1375400722026825,0.24008,1.26785,0.285236,0.71126,,,4.05692,2.62659,2.13517,164.72000122070312,,,,,,,673.0000000000001,4.180124223602485,660,4.099378881987578,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Aaron Nola","PHI",10.8728,10.7574,13.6443,4.36013,31,31,0,0,,178.653,750.981,169.469,92.57,86.55,27.8927,51.7901,0.463998,5.88995,171.667,8.64808,2.60903,3.31467,1.40515,0.228591,0.0689633,0.15962746739387512,0.244438,1.23849,0.286743,0.706271,,,4.21158,2.61033,1.84674,211.3300018310547,,,,,,,710.8000000000003,3.9709497206703928,701,3.916201117318436,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Nolan McLean","NYM",9.55784,9.23027,9.8111,3.83002,28,28,0,0,,148.652,623.589,131.719,67.66,63.26,17.1582,51.1102,0.444357,7.51435,143.353,8.67915,3.09442,2.80478,1.03883,0.229883,0.0819613,0.1479218602180481,0.233146,1.22992,0.283249,0.725212,,,3.89009,2.60156,2.51129,93.94000244140625,,,,,,,659.3000000000002,4.424832214765102,633,4.248322147651007,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Andrew Painter","PHI",8.10008,7.53465,5.11932,3.60156,37,21,0,0,,115.175,473.124,100.015,49.37,46.09,13.6608,29.6421,0.671586,4.36142,121.939,9.52856,2.31629,4.11371,1.06748,0.257732,0.0626519,0.19507993757724762,0.227763,1.12574,0.28451,0.726371,,,3.4453,2.5719,2.14883,999,,,,,,,560.8,4.8765217391304345,535,4.6521739130434785,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Zac Gallen",,11.5452,11.2982,15.3445,4.24988,32,32,0,0,,192.288,813.366,175.796,96.95,90.8,27.0068,66.6176,0.59503,7.28948,183.165,8.57299,3.11802,2.7495,1.26405,0.225194,0.0819036,0.14329001307487488,0.237736,1.26068,0.281113,0.710952,,,4.20894,2.53948,2.26003,216.44000244140625,,,,,,,775.1000000000003,4.036979166666668,753,3.921875,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Kris Bubic","KCR",8.67346,9.0831,5.95684,3.86006,40,24,0,0.6688,,128.423,541.533,119.398,59,55.08,13.4986,41.2964,0.99877,4.47491,125.692,8.80861,2.89409,3.04365,0.945996,0.232104,0.0762583,0.15584569424390793,0.240837,1.25129,0.296993,0.717186,,,3.61334,2.53729,1.94121,221.27999877929688,,,,,,,598.9000000000001,4.678906250000001,592,4.625,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Mitch Keller","PIT",9.32675,11.8907,12.7472,4.74997,31,31,0,0,,171.74,741.682,178.247,96.6,90.64,21.8874,52.2533,0.4414,9.11624,145.287,7.61376,2.73832,2.78045,1.147,0.195889,0.0704523,0.12543664127588272,0.262007,1.34214,0.304712,0.669977,,,4.17199,2.53049,1.01895,344.55999755859375,,,,,,,646.3999999999999,3.7581395348837203,681,3.9593023255813953,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Gavin Williams","CLE",10.3793,11.6342,14.4873,4.20999,31,31,0,0,,184.233,788.545,162.178,91.97,86.18,23.6062,80.2441,0.485583,7.82267,184.517,9.01389,3.92002,2.29945,1.15319,0.233997,0.101762,0.13223499804735184,0.231525,1.31585,0.281448,0.718583,,,4.23182,2.52248,2.26383,146.11000061035156,,,,,,,751.2,4.0826086956521745,714,3.880434782608696,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Sean Manaea","NYM",9.72833,9.78266,12.0911,4.22983,28,28,0,0,,160.496,677.301,143.687,80.58,75.43,24.4407,54.721,0.483394,6.94142,166.511,9.33731,3.06855,3.04291,1.37054,0.245845,0.0807928,0.16505246609449387,0.233395,1.23622,0.280786,0.717627,,,4.19245,2.47854,1.86636,268.5,,,,,,,662.4,4.14,636,3.975,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Nick Lodolo","CIN",8.83218,10.2658,10.7888,4.17987,28,28,0,0,,153.048,644.129,142.942,76.21,71.08,21.5771,41.9779,0.497656,11.4023,151.782,8.92557,2.46851,3.61577,1.26884,0.23564,0.06517,0.17046964913606644,0.241967,1.20825,0.290771,0.702659,,,4.03079,2.46769,1.93373,125.22000122070312,,,,,,,634.8,4.149019607843137,624,4.078431372549019,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Shane McClanahan","TBR",8.11831,8.46467,9.74019,3.99996,24,24,0,0,,134.664,561.667,125.21,64.2,59.85,18.8454,38.2166,0.513717,3.13484,140.761,9.40751,2.55413,3.68326,1.2595,0.250614,0.0680414,0.1825723648071289,0.240642,1.21359,0.294876,0.724054,,,3.78506,2.46348,2.02367,247.88999938964844,,,,,,,599.3,4.439259259259259,587,4.348148148148148,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Bubba Chandler","PIT",8.81327,10.1148,6.55617,4.01615,38,26,0,0.6574,,136.564,575.192,127.426,65.19,60.94,16.2961,41.6642,0.744025,5.98737,128.738,8.48423,2.74581,3.08988,1.07397,0.223817,0.0724353,0.15138130635023117,0.241548,1.23818,0.290531,0.710305,,,3.84784,2.41244,1.93079,151.88999938964844,,,,,,,604.8000000000002,4.414598540145986,595,4.343065693430657,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"José Soriano","LAA",10.5465,11.1914,13.43,3.98999,31,31,0,0,,178.963,768.914,169.203,84.83,79.34,17.0139,74.2269,0.623075,9.80346,150.508,7.56902,3.73285,2.02768,0.855626,0.195741,0.0965348,0.0992065966129303,0.247054,1.36023,0.294165,0.722188,,,4.09766,2.37537,2.66864,340.7799987792969,,,,,,,726.1000000000003,4.056424581005588,724,4.044692737430168,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Merrill Kelly","ARI",10.1673,10.9956,12.425,4.45004,31,31,0,0,,171.12,723.01,165.852,90.29,84.61,24.874,50.2413,0.518458,4.73856,145.17,7.63515,2.64242,2.88945,1.30824,0.200785,0.069489,0.13129591196775436,0.24827,1.26282,0.283095,0.694011,,,4.292,2.35208,1.64787,230.38999938964844,,,,,,,651.3000000000001,3.808771929824562,655,3.8304093567251463,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
