Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",156,672,540,154,82,25,1,45,116,110,119,26,165,7,5,2,,9,3,0.285458,0.177,0.245,0.722449,0.417411,0.588284,0.415229,1.00569,0.302826,3.90719,0.325131,-1.47313,-0.402781,135.148,55.7463,171.708,-1.87591,-0.394342,54.91904377937317,-7.294342219829559,7.239,1.8700000047683716,,,,,,,1210.3,7.758333333,1210.3,7.758333333,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",157,679,615,179,107,39,5,28,104,92,50,7,114,7,5,2,,34,10,0.291501,0.0742,0.167201,0.443777,0.349359,0.510659,0.364392,0.860018,0.219157,6.67818,0.315937,2.2909,1.38239,108.53,28.3011,132.543,3.67329,6.70537,29.716838598251343,13.980374336242676,6.86182,3,,,,,,,999.8,6.368152866,999.8,6.368152866,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Julio Rodríguez","SEA",159,686,622,171,106,30,3,33,94,100,49,4,149,9,5,1,,25,7,0.274746,0.0717,0.217193,0.330121,0.334289,0.490217,0.351534,0.824506,0.215471,5.58024,0.309808,0.677934,1.08367,102.488,21.4314,133.234,1.7616,6.14778,28.632158756256104,8.397776126861572,6.20433,10.800000190734863,,,,,,,951.8,5.986163522,951.8,5.986163522,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Juan Soto","NYM",159,686,546,150,85,25,2,38,111,103,129,9,122,4,5,1,,22,7,0.273697,0.1885,0.177612,1.0613,0.413245,0.533654,0.403006,0.946899,0.259958,4.74558,0.285138,-0.764182,0.0569456,131.156,50.0994,164.958,-0.707237,-7.30817,52.10696089267731,-14.958168029785156,6.1359,4.400000095367432,,,,,,,1156.3,7.272327044,1156.3,7.272327044,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Cal Raleigh","SEA",159,637,547,126,64,23,0,39,91,94,79,11,170,6,4,2,,8,3,0.230259,0.1235,0.26653,0.463362,0.330902,0.486822,0.345363,0.817725,0.256563,3.70832,0.254008,-1.78409,-0.326459,92.0332,16.7195,128.983,-2.11055,0.93103,19.662726640701294,8.081030011177063,6.08,19.329999923706055,,,,,,,853.7,5.369182389,853.7,5.369182389,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Gunnar Henderson","BAL",156,672,589,162,97,32,4,28,95,94,71,4,136,6,5,1,,23,6,0.274348,0.1062,0.202016,0.525701,0.356116,0.487896,0.361479,0.844012,0.213547,5.69603,0.310019,1.70378,0.814522,105.822,26.4199,134.997,2.51831,-1.7768,30.23721170425415,5.423197507858276,6.01491,16.1299991607666,,,,,,,954.9,6.121153846,954.9,6.121153846,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",156,672,584,161,95,30,2,33,106,85,73,4,130,7,4,3,,26,6,0.274785,0.109,0.19326,0.564005,0.359832,0.502455,0.368779,0.862287,0.22767,5.6454,0.299782,0.732269,1.68194,109.805,30.403,141.949,2.41421,3.57596,35.82511615753174,-3.824037790298462,5.56157,13.869999885559082,,,,,,,998.8,6.402564102,998.8,6.402564102,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Shohei Ohtani","LAD",157,679,572,158,81,26,6,45,122,101,94,17,166,5,4,4,,23,6,0.275283,0.1388,0.243764,0.569403,0.379809,0.575514,0.396706,0.955323,0.300231,6.71826,0.308455,0.0949887,0.91606,126.344,46.1151,157.85,1.01105,0,47.56648802757263,-16.975000381469727,5.44118,1.2000000476837158,,,,,,,1169.3,7.4477707,1169.3,7.4477707,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Junior Caminero","TBR",154,665,610,170,97,28,1,43,94,117,45,1,125,5,5,1,,6,2,0.277963,0.0678999,0.187689,0.361769,0.3302,0.539551,0.368351,0.869751,0.261588,3.2944,0.282941,-0.0859633,-0.598979,108.43,29.855,137.405,-0.684942,-1.01689,28.631973326206207,1.1581072807312012,5.38965,13.600000381469727,,,,,,,988.9,6.421428571,988.9,6.421428571,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Francisco Lindor","NYM",159,686,606,157,97,31,1,28,101,78,62,1,126,11,4,3,,24,6,0.259456,0.0898,0.183484,0.489415,0.336608,0.452232,0.341582,0.78884,0.192776,5.21778,0.283305,-0.652438,1.46048,96.9449,15.8887,122.881,0.808046,1.77348,19.411532521247864,8.623483538627625,5.20345,17.06999969482422,,,,,,,879.8,5.533333333,879.8,5.533333333,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Vladimir Guerrero Jr.","TOR",157,679,588,176,108,33,1,34,100,106,78,10,93,7,5,1,,5,2,0.299145,0.1156,0.136456,0.847157,0.385095,0.53279,0.389029,0.917885,0.233644,3.05946,0.303919,-0.536613,-0.929808,122.112,41.8833,153.135,-1.46642,-1.34501,41.05666506290436,-13.67000961303711,5.19305,19.270000457763672,,,,,,,1077.5,6.863057324,1077.5,6.863057324,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Ronald Acuña Jr.","ATL",151,651,549,157,99,26,2,30,106,82,87,4,130,7,4,3,,23,6,0.285477,0.1343,0.200046,0.671346,0.388016,0.503051,0.383148,0.891068,0.217574,5.62475,0.323245,1.50271,1.00476,113.968,37.0476,147.583,2.50746,-2.9684,39.22097611427307,-10.943395376205444,5.10913,8.670000076293945,,,,,,,1007.9,6.674834437,1007.9,6.674834437,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Corbin Carroll","ARI",154,665,579,151,83,27,11,29,99,93,72,3,137,9,5,2,,35,8,0.261192,0.1077,0.206449,0.521679,0.348741,0.49924,0.361838,0.847981,0.238048,7.78562,0.292428,3.01028,2.55628,104.914,26.3386,132.471,5.56656,2.73917,31.15937614440918,-4.085825681686401,5.0336,8.199999809265137,,,,,,,967.3,6.281168831,967.3,6.281168831,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Elly De La Cruz","CIN",156,672,593,156,93,32,6,25,90,89,68,7,168,5,5,1,,41,12,0.263596,0.1017,0.249725,0.407247,0.341821,0.465591,0.344984,0.807412,0.201995,6.869,0.323597,2.28188,2.38105,96.8222,17.4202,117.03,4.66293,1.61793,18.226603984832764,8.317934393882751,5.0033,9.600000381469727,,,,,,,905.9,5.807051282,905.9,5.807051282,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Mookie Betts","LAD",151,651,569,156,97,31,3,24,96,81,70,3,77,5,4,3,,9,2,0.273231,0.1079,0.117614,0.917408,0.355196,0.466485,0.354504,0.821681,0.193253,4.71714,0.277662,-0.307864,-0.37103,98.8287,21.908,128.941,-0.678894,-2.04156,21.65124887228012,4.933441638946533,4.93593,53.400001525878906,,,,,,,873.7,5.786092715,873.7,5.786092715,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"José Ramírez","CLE",157,679,603,166,99,35,3,30,93,98,66,19,81,5,5,1,,34,8,0.275213,0.0965999,0.119548,0.808041,0.348333,0.489903,0.350665,0.838236,0.21469,5.58892,0.273823,-0.0978599,2.28261,100.963,20.7339,127.289,2.18475,-0.324593,24.023313283920288,-0.09959328174591064,4.83875,5.329999923706055,,,,,,,982.4,6.25732484,982.4,6.25732484,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Ketel Marte","ARI",147,637,554,155,93,32,2,28,96,84,69,6,104,7,4,2,,6,2,0.280118,0.1087,0.16332,0.665565,0.364721,0.494949,0.367507,0.85967,0.214831,4.1109,0.299116,-0.1134,-0.603632,103.428,28.1617,136.355,-0.717032,-1.18135,26.73020738363266,-1.3063536882400513,4.7695,34.33000183105469,,,,,,,915.2,6.22585034,915.2,6.22585034,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Yordan Alvarez","HOU",130,560,475,142,82,28,2,31,91,85,71,11,95,8,4,2,,4,1,0.299514,0.127,0.169621,0.748727,0.396482,0.557621,0.40111,0.954103,0.258107,3.74653,0.316188,-0.991626,-0.708113,106.204,40.0358,161.429,-1.69974,-0.317034,38.84503436088562,-11.517035007476807,4.768,37.599998474121094,,,,,,,946,7.276923076,946,7.276923076,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Geraldo Perdomo","ARI",159,686,588,159,109,31,4,15,94,67,83,1,90,8,4,3,,23,6,0.270256,0.1206,0.131334,0.91827,0.364986,0.412082,0.342764,0.777068,0.141827,5.73012,0.295251,0.475624,0.674995,97.6032,16.547,119.405,1.15062,-0.680003,16.92823588848114,6.669996440410614,4.74951,81.52999877929688,,,,,,,856,5.383647798,856,5.383647798,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Alejandro Kirk","TOR",125,495,436,120,83,21,1,16,60,62,51,2,61,4,4,1,,1,0,0.276268,0.1026,0.122935,0.834587,0.354353,0.43489,0.343484,0.789243,0.158623,2.22951,0.288374,-1.81578,-0.831013,70.7456,12.2339,121.76,-2.6468,-1.4573,10.053686618804932,6.967699646949768,4.61672,169.8699951171875,,,,,,,619.9,4.9592,619.9,4.9592,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"William Contreras","MIL",152,610,529,143,92,29,1,21,77,77,72,4,115,4,4,1,,6,2,0.269552,0.1177,0.188351,0.624898,0.358823,0.44467,0.348636,0.803494,0.175119,3.29373,0.306402,-0.700707,-0.670817,89.6981,17.6219,125.167,-1.37152,-1.41498,16.823381185531616,6.135024785995483,4.4662,53.93000030517578,,,,,,,792.8,5.215789473,792.8,5.215789473,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Pete Crow-Armstrong","CHC",149,644,594,149,88,31,4,26,80,88,35,1,151,8,5,1,,35,10,0.25165,0.0550001,0.234803,0.234239,0.300741,0.451588,0.321979,0.752329,0.199938,6.5315,0.29206,1.12553,1.8939,80.7596,4.66603,107.943,3.01943,10.7272,9.082412958145142,13.027169942855835,4.45424,26.8700008392334,,,,,,,765,5.134228187,765,5.134228187,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Jackson Merrill","SDP",144,623,571,154,94,30,5,24,81,82,42,1,120,4,4,2,,7,2,0.269283,0.067,0.192302,0.34841,0.321648,0.466304,0.337541,0.787953,0.197022,4.96032,0.300812,1.37226,-0.441661,85.9979,12.3856,120.551,0.930602,3.91144,16.104789078235626,6.136439323425293,4.39622,76.33000183105469,,,,,,,778.2,5.404166666,778.2,5.404166666,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Kyle Tucker",,152,658,557,149,90,28,3,29,98,87,89,7,100,5,5,2,,21,5,0.268041,0.136,0.151623,0.89696,0.371147,0.483049,0.366453,0.854196,0.215008,5.43138,0.278474,0.0340046,1.0985,106.275,28.527,136.442,1.13251,-2.17144,29.473402500152588,-9.22143840789795,4.35048,18.799999237060547,,,,,,,956.2,6.290789473,956.2,6.290789473,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Corey Seager","TEX",130,560,489,135,81,25,1,27,78,81,61,11,102,5,4,1,,3,1,0.275315,0.1081,0.181531,0.595489,0.35832,0.497385,0.36187,0.855705,0.22207,2.81186,0.29461,-1.14216,-0.717121,88.3629,22.1946,135.228,-1.85928,-2.00077,21.392135500907898,1.4992327690124512,4.31407,97.47000122070312,,,,,,,799.9,6.153076923,799.9,6.153076923,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Trea Turner","PHI",149,644,589,165,112,30,4,19,90,69,42,1,117,6,4,3,,28,5,0.280207,0.0650999,0.181023,0.359623,0.33205,0.441067,0.334478,0.773117,0.160859,6.47288,0.319356,1.89525,2.37542,87.2949,11.2013,113.103,4.27067,-1.9223,14.271723747253418,4.977703094482422,4.16161,29.530000686645508,,,,,,,806.6,5.413422818,806.6,5.413422818,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Zach Neto","LAA",154,665,597,151,88,32,1,29,92,77,46,4,159,15,4,3,,30,9,0.252408,0.0686999,0.238696,0.287813,0.319708,0.456365,0.332969,0.776073,0.203956,5.7372,0.294495,0.639799,1.42359,89.3267,10.7518,112.735,2.06338,-2.01809,12.045213222503662,5.106905698776245,4.09663,31.329999923706055,,,,,,,834.5,5.418831168,834.5,5.418831168,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Jacob Wilson","ATH",139,602,553,166,116,34,1,14,73,72,36,1,49,7,5,1,,6,2,0.300492,0.0591,0.0811461,0.728316,0.348054,0.444894,0.343728,0.792947,0.144402,3.60077,0.30698,0.0711708,-0.68651,86.123,14.9921,118.506,-0.615339,0.0799111,12.515132904052734,6.179911479353905,4.03264,159.07000732421875,,,,,,,747.3,5.376258992,747.3,5.376258992,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Bryce Harper","PHI",154,665,571,156,90,36,1,30,92,96,83,8,143,5,5,1,,10,3,0.272763,0.1252,0.214736,0.583041,0.367696,0.494792,0.367919,0.862488,0.222028,3.66261,0.312079,0.224082,-0.417122,108.197,29.622,136.011,-0.19304,0.798398,28.189502090215683,-11.176602602005005,4.00427,51.529998779296875,,,,,,,969.3,6.294155844,969.3,6.294155844,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Bo Bichette",,152,658,605,177,120,36,2,20,84,79,42,1,105,5,4,2,,7,2,0.292997,0.0640001,0.159967,0.400084,0.341446,0.455347,0.343841,0.796793,0.16235,3.77306,0.325501,0.360364,-0.553766,94.1944,16.4466,120.908,-0.193402,-6.40081,16.06707301735878,0.6491880416870117,3.98874,109.33000183105469,,,,,,,838.7,5.517763157,838.7,5.517763157,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Alex Bregman",,157,679,593,155,98,31,1,24,87,84,71,2,94,8,5,1,,3,1,0.26166,0.105,0.138056,0.760561,0.346393,0.44131,0.342305,0.787703,0.17965,3.02949,0.272988,-0.836516,-0.99059,96.3539,16.1248,119.853,-1.82711,-0.692894,14.105638146400452,1.7321060299873352,3.97157,121.19999694824219,,,,,,,836.1,5.325477707,836.1,5.325477707,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Patrick Bailey","SFG",133,525,474,107,73,21,2,11,50,50,41,0,136,4,4,2,,2,1,0.226165,0.078,0.259836,0.300189,0.290467,0.347224,0.28157,0.637691,0.121059,3.50313,0.291846,-0.463619,-0.59362,48.5937,-13.4155,80.8629,-1.05724,0.522472,-12.960434675216675,10.772471964359283,3.96085,461.79998779296875,,,,,,,436.9,3.284962406,436.9,3.284962406,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Wyatt Langford","TEX",149,644,554,141,85,29,2,26,90,79,77,3,146,6,4,2,,22,6,0.25412,0.1201,0.226482,0.530285,0.348942,0.450969,0.346272,0.799911,0.196849,5.19003,0.297721,0.734946,0.614353,93.4616,17.368,124.483,1.3493,0.818697,19.932642817497253,-3.781302750110626,3.92029,53.27000045776367,,,,,,,849.5,5.701342281,849.5,5.701342281,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Nick Kurtz","ATH",143,616,530,137,71,26,2,39,97,89,75,4,175,4,4,3,,5,1,0.258258,0.1222,0.283964,0.430336,0.352888,0.533655,0.375682,0.886543,0.275396,3.88759,0.306035,0.142809,-0.558584,104.107,31.3218,140.518,-0.415775,-0.876134,29.001104921102524,-12.126133978366852,3.89572,18.799999237060547,,,,,,,934.3,6.533566433,934.3,6.533566433,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Nico Hoerner","CHC",156,672,612,174,131,31,3,9,80,64,44,1,65,9,5,2,,27,7,0.28457,0.065,0.0960724,0.676573,0.339333,0.39117,0.320838,0.730503,0.1066,5.46927,0.303686,1.1125,1.40409,83.6485,4.24656,107.162,2.5166,4.31397,8.22085189819336,6.813965797424316,3.82571,106.4000015258789,,,,,,,744.7,4.773717948,744.7,4.773717948,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Maikel Garcia","KCR",154,665,599,165,113,34,4,14,87,66,57,0,97,3,4,3,,28,7,0.275072,0.0853,0.146174,0.583551,0.338315,0.413834,0.3286,0.752149,0.138762,6.08591,0.307105,0.788802,1.46929,86.968,8.39312,107.888,2.25809,3.47541,8.440183162689209,5.950413465499878,3.81409,91.93000030517578,,,,,,,791.6,5.14025974,791.6,5.14025974,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Gabriel Moreno","ARI",113,450,399,112,78,21,2,11,53,55,43,2,77,4,3,1,,4,2,0.280003,0.0966999,0.170129,0.568393,0.353608,0.426948,0.339782,0.780556,0.146946,3.69306,0.319299,0.407496,-0.576438,62.9078,9.76043,117.362,-0.168942,2.27216,9.087022468447685,10.122162818908691,3.79628,184,,,,,,,546.9,4.839823008,546.9,4.839823008,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Jeremy Peña","HOU",151,651,594,162,110,31,2,19,85,70,38,2,114,11,4,3,,18,5,0.272266,0.059,0.175879,0.335459,0.326093,0.42897,0.326984,0.755063,0.156704,5.25232,0.306562,0.925951,0.40849,84.2826,7.3619,110.366,1.33444,-1.86212,9.287973046302795,5.112884521484375,3.76584,97.7300033569336,,,,,,,760.3,5.035099337,760.3,5.035099337,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Austin Wells","NYY",125,495,442,101,58,21,1,21,60,63,42,0,120,5,4,2,,6,1,0.229568,0.0846,0.242806,0.348426,0.301812,0.423407,0.314438,0.725219,0.193839,4.00827,0.264761,-0.182921,-0.156101,58.996,0.555223,102.276,-0.339022,-0.248456,0.9880032241344452,8.476544424891472,3.71486,245.1999969482422,,,,,,,537.2,4.2976,537.2,4.2976,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Adley Rutschman","BAL",143,573,500,128,83,25,2,18,71,68,65,2,89,3,4,1,,1,0,0.25523,0.114,0.155433,0.733436,0.342124,0.420711,0.332927,0.762835,0.165481,2.87159,0.276049,-0.496206,-0.910493,77.0029,9.25125,115.329,-1.4067,-0.248271,8.95297658443451,5.651729136705399,3.70052,171.3300018310547,,,,,,,675.8,4.725874125,675.8,4.725874125,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Masyn Winn","STL",146,630,573,149,101,31,2,16,72,70,45,0,108,6,5,2,,12,4,0.261028,0.072,0.171132,0.420727,0.319114,0.404363,0.315682,0.723477,0.143335,4.55453,0.29471,1.20212,-0.13865,75.7831,1.34373,103.986,1.06347,4.3439,4.039396286010742,11.093896865844727,3.69282,270.1300048828125,,,,,,,677.7,4.641780821,677.7,4.641780821,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Matt Chapman","SFG",156,672,584,139,81,31,2,25,80,86,75,1,166,7,5,1,,10,4,0.237882,0.1117,0.246797,0.452599,0.32988,0.42701,0.329698,0.756889,0.189128,4.35629,0.286202,-0.100328,-0.554648,88.4826,9.08057,113.832,-0.654976,0.927754,10.362038016319275,3.3277541995048523,3.6881,167.1999969482422,,,,,,,784.5,5.028846153,784.5,5.028846153,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Carlos Correa","HOU",131,567,507,136,90,27,1,18,68,72,52,2,111,4,4,1,,1,0,0.26748,0.0909999,0.195856,0.464626,0.337545,0.43175,0.334007,0.769294,0.16427,2.35025,0.307852,-0.0340039,-0.91196,76.6407,9.64527,115.204,-0.945964,5.09824,9.214598298072815,7.223244667053223,3.67845,275.92999267578125,,,,,,,677.7,5.173282442,677.7,5.173282442,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Manny Machado","SDP",151,651,590,158,100,29,1,29,82,93,53,4,127,3,5,1,,10,3,0.268059,0.0809999,0.194776,0.415861,0.329106,0.46527,0.34011,0.794376,0.197211,3.68812,0.294692,-0.610212,-0.249929,91.2204,14.2998,122.31,-0.860141,-1.66383,16.353527545928955,-2.1388344764709473,3.67032,40.27000045776367,,,,,,,835.8,5.535099337,835.8,5.535099337,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Willy Adames","SFG",157,679,594,139,83,28,2,26,85,80,74,2,167,5,5,2,,12,4,0.233345,0.1087,0.245604,0.442582,0.320648,0.418023,0.321418,0.738671,0.184678,4.44158,0.277497,0.118715,-0.312696,84.8393,4.61027,108.16,-0.193981,-0.770525,6.3728978484869,6.504475355148315,3.62881,128.72999572753906,,,,,,,770,4.904458598,770,4.904458598,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Michael Harris II","ATL",133,574,538,148,95,26,4,22,73,79,25,1,109,5,4,2,,18,5,0.274965,0.0437999,0.189679,0.230917,0.310617,0.464321,0.331021,0.774937,0.189355,6.02823,0.305666,0.674659,0.680548,76.1953,8.37279,111.874,1.35521,4.08738,9.433440685272217,6.137384653091431,3.54696,94,,,,,,,706,5.308270676,706,5.308270676,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Jordan Westburg","BAL",141,609,555,147,89,29,3,25,83,80,40,0,131,8,4,2,,6,2,0.264441,0.0658,0.21543,0.305436,0.320758,0.465551,0.338026,0.786309,0.20111,4.43098,0.301451,0.201017,-0.55154,84.3051,12.3471,118.842,-0.350523,-1.32344,13.173792511224747,0.45156240463256836,3.5386,134.92999267578125,,,,,,,754.2,5.34893617,754.2,5.34893617,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Jazz Chisholm Jr.","NYY",143,616,546,132,80,21,2,30,81,85,58,2,158,6,5,1,,30,9,0.241563,0.0946001,0.256301,0.369097,0.318463,0.44833,0.330424,0.766793,0.206767,5.61873,0.281564,0.946253,1.44605,81.4719,8.68674,113.289,2.39231,-0.90556,12.040284395217896,0.6944395303726196,3.47212,22.600000381469727,,,,,,,771.3,5.393706293,771.3,5.393706293,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Matt Olson","ATL",159,686,592,152,87,31,2,32,98,95,82,3,165,5,5,2,,1,0,0.25598,0.1194,0.240633,0.496191,0.349272,0.477646,0.355369,0.826918,0.221666,2.93863,0.298544,-1.14676,-1.04367,104.624,23.5676,128.554,-2.19043,1.84955,21.02515697479248,-10.400453090667725,3.42216,52.72999954223633,,,,,,,924.2,5.812578616,924.2,5.812578616,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Xander Bogaerts","SDP",141,609,549,148,104,28,1,15,68,67,50,2,105,5,4,1,,16,4,0.27004,0.082,0.172553,0.475217,0.334017,0.407314,0.323566,0.741331,0.137274,4.21801,0.307522,0.515082,0.481106,77.1553,5.19729,110.977,0.996187,-2.77691,8.91939902305603,3.7480857372283936,3.36906,222.39999389648438,,,,,,,691.9,4.907092198,691.9,4.907092198,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Byron Buxton","MIN",130,560,503,125,66,24,5,29,82,73,43,3,152,8,4,3,,17,3,0.247722,0.0773999,0.272063,0.284493,0.31525,0.489154,0.341567,0.804404,0.241432,6.70464,0.293488,1.0069,1.23328,79.1316,12.9633,119.078,2.24018,-1.08347,14.832369804382324,-1.4834734201431274,3.33776,79.66999816894531,,,,,,,744.6,5.727692307,744.6,5.727692307,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Austin Riley","ATL",156,672,607,158,96,30,2,29,86,94,52,1,175,7,5,1,,3,1,0.260114,0.0776,0.260931,0.297397,0.323057,0.4622,0.337381,0.785258,0.202086,3.35725,0.315469,-0.0998773,-0.836472,92.6742,13.2722,116.231,-0.936349,-3.80863,11.991038799285889,-1.808630108833313,3.32925,78.80000305175781,,,,,,,828.7,5.312179487,828.7,5.312179487,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Dansby Swanson","CHC",159,686,617,148,97,27,3,22,77,79,58,1,171,4,5,2,,16,4,0.240527,0.084,0.249862,0.336185,0.3073,0.398226,0.30725,0.705526,0.157699,4.92476,0.295022,1.01777,0.288726,77.823,-3.23316,97.8536,1.3065,2.55775,-0.4386061429977417,9.907752990722656,3.30393,139.47000122070312,,,,,,,719.2,4.52327044,719.2,4.52327044,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Jackson Chourio","MIL",147,637,585,158,95,33,3,26,89,78,40,2,127,4,4,3,,23,7,0.269321,0.0634,0.199605,0.317627,0.319265,0.469874,0.337466,0.789139,0.200553,5.88882,0.301884,1.35438,1.0149,87.8912,12.6247,117.515,2.36928,1.533,15.592398166656494,-4.79199481010437,3.27334,19.600000381469727,,,,,,,813.1,5.531292517,813.1,5.531292517,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Riley Greene","DET",151,651,582,152,91,30,3,29,82,92,58,2,175,5,4,1,,4,1,0.260783,0.0897,0.269578,0.332742,0.331335,0.468264,0.343446,0.799599,0.207481,3.62241,0.322316,0.00674044,-0.795796,92.9839,16.0633,120.88,-0.789056,1.44877,15.231986165046692,-6.1262286901474,3.22408,77.33000183105469,,,,,,,839.7,5.560927152,839.7,5.560927152,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Freddie Freeman","LAD",151,651,569,159,100,33,2,24,87,90,68,8,122,8,5,0,,7,2,0.279229,0.105,0.187807,0.559084,0.362303,0.469213,0.356505,0.831516,0.189984,4.03366,0.316174,-0.969246,-0.472455,99.886,22.9654,130.312,-1.4417,-0.698501,21.945807695388794,-12.373501002788544,3.19535,68.47000122070312,,,,,,,889.8,5.892715231,889.8,5.892715231,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Steven Kwan","CLE",154,665,590,164,120,29,2,13,87,57,63,1,63,5,4,4,,19,5,0.278186,0.0946999,0.0951654,0.995109,0.350308,0.398908,0.329635,0.749215,0.120722,4.8713,0.292442,0.84859,0.673968,87.5265,8.95163,112.801,1.52256,3.7273,11.5560382604599,-3.3976964950561523,3.17645,173.52999877929688,,,,,,,772.2,5.014285714,772.2,5.014285714,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"James Wood","WSN",149,644,555,144,83,31,1,29,92,76,78,5,183,4,4,3,,18,6,0.259339,0.1214,0.284815,0.426241,0.352456,0.474499,0.354872,0.826956,0.21516,4.9545,0.332291,0.40238,0.211857,97.9582,21.8646,128.704,0.614237,-0.306245,22.52316677570343,-13.006245195865631,3.16585,30.200000762939453,,,,,,,883,5.926174496,883,5.926174496,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Will Smith","LAD",126,500,432,110,69,21,1,19,64,67,57,3,98,8,3,1,,3,1,0.253975,0.1138,0.195025,0.583515,0.348459,0.439629,0.342179,0.788088,0.185654,3.40785,0.284817,-1.11346,-0.702112,70.9584,11.8323,120.498,-1.81557,1.45064,10.341188669204712,10.600634694099426,3.16326,110.87000274658203,,,,,,,627.1,4.976984126,627.1,4.976984126,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
