Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Rob Refsnyder",,55,238,208,52,33,10,1,7,29,27,25,1,62,3,2,1,,3,1,0.248404,0.104,0.261427,0.397815,0.33405,0.410253,0.32527,0.744304,0.161849,3.7468,0.315761,-0.196439,-0.207417,30.4819,2.3604,108.152,-0.403856,-0.240168,1.8892229497432709,-4.190167859196663,0.588706,745.6699829101562,,,,,,,270.6,4.92,270.6,4.92,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Tyrone Taylor","NYM",87,378,347,81,51,18,2,9,41,41,20,1,85,6,3,1,,10,3,0.233344,0.0539999,0.225346,0.239631,0.286252,0.378758,0.289143,0.665009,0.145414,5.70765,0.280853,0.552656,0.392669,37.3249,-7.33872,86.9582,0.945325,-0.681849,-4.897492408752441,-1.9318487644195557,0.587971,746.1300048828125,,,,,,,343.4,3.947126436,343.4,3.947126436,,,,,,,,,,,,,,,,,,,"Tyrone Taylor","13675",621438
"Jack Suwinski","PIT",91,392,340,72,42,15,1,15,43,45,44,2,120,4,3,1,,8,2,0.21214,0.1115,0.304884,0.365713,0.307427,0.392958,0.306422,0.700385,0.180818,4.47098,0.274455,-0.16425,0.0932079,44.2066,-2.1112,93.6103,-0.0710421,0.309696,-3.0396881699562073,-4.390303373336792,0.574172,727.6699829101562,,,,,,,407,4.472527472,407,4.472527472,,,,,,,,,,,,,,,,,,,"Jack Suwinski","22244",669261
"Ezequiel Duran","TEX",70,301,279,69,45,16,1,7,32,32,15,0,71,3,2,1,,8,3,0.245759,0.0501002,0.235685,0.212573,0.290206,0.380482,0.292047,0.670688,0.134723,4.83338,0.303321,-0.254079,0.152324,30.4314,-5.1341,87.1293,-0.101755,-1.31386,-4.667823240160942,-0.08885622024536133,0.573283,685.9299926757812,,,,,,,286.1,4.087142857,286.1,4.087142857,,,,,,,,,,,,,,,,,,,"Ezequiel Duran","23733",677649
"Keibert Ruiz","WSN",81,320,298,76,51,15,0,9,32,36,16,0,37,3,2,1,,2,1,0.254386,0.0503,0.116627,0.43129,0.297712,0.399099,0.302628,0.696811,0.144713,2.97433,0.262788,-0.560189,-0.326393,35.1014,-2.70903,92.9152,-0.886582,-1.45732,-3.5736029148101807,4.7926822900772095,0.561288,402.3999938964844,,,,,,,313.7,3.872839506,313.7,3.872839506,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Angel Martínez","CLE",57,245,224,54,35,12,1,6,26,25,16,0,51,2,2,1,,4,1,0.239194,0.0634997,0.206692,0.307219,0.293617,0.376899,0.293064,0.670516,0.137705,4.5257,0.282167,0.271579,-0.0725107,24.972,-3.97665,87.6089,0.199068,-0.446256,-3.3790010660886765,0.4287441074848175,0.560902,612.8699951171875,,,,,,,234.1,4.107017543,234.1,4.107017543,,,,,,,,,,,,,,,,,,,"Angel Martinez","26540",682657
"Dylan Moore",,70,301,263,55,33,12,1,9,34,31,30,0,87,5,2,1,,15,4,0.208917,0.101,0.287854,0.350872,0.300291,0.360287,0.292799,0.660579,0.15137,6.01831,0.273273,0.0283988,0.784414,30.6153,-4.95015,85.8462,0.812812,-0.56206,-4.222480773925781,-0.4870604872703552,0.560427,610.4000244140625,,,,,,,292.4,4.177142857,292.4,4.177142857,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Kody Clemens","MIN",75,322,293,68,40,13,2,13,37,41,23,0,77,3,2,1,,4,1,0.231804,0.0714,0.239947,0.297566,0.292823,0.423668,0.308935,0.716491,0.191864,4.87487,0.268273,0.0976445,-0.169913,36.9696,-1.07714,96.5996,-0.0722681,0.131858,-1.3627684712409973,-4.3181422501802444,0.552672,355.7300109863281,,,,,,,341.9,4.558666666,341.9,4.558666666,,,,,,,,,,,,,,,,,,,"Kody Clemens","20572",665019
"Randal Grichuk",,65,280,257,64,40,14,1,11,32,36,17,1,58,3,2,1,,1,0,0.250817,0.062,0.208479,0.297392,0.303066,0.432685,0.316703,0.735751,0.181868,3.33171,0.283745,0.0975731,-0.322553,33.9134,0.829253,102.266,-0.22498,-0.4309,0.5250724703073502,-4.6308996975421906,0.549477,999,,,,,,,313,4.815384615,313,4.815384615,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Colby Thomas","ATH",62,266,245,58,34,14,1,10,30,33,15,0,80,4,2,1,,4,1,0.238692,0.0570999,0.29893,0.191014,0.291248,0.421539,0.307694,0.712787,0.182847,4.39311,0.308975,-0.00812137,-0.115038,30.2722,-1.15779,93.6833,-0.12316,0.167068,-2.103504903614521,-1.682931810617447,0.549301,516.72998046875,,,,,,,281.9,4.546774193,281.9,4.546774193,,,,,,,,,,,,,,,,,,,"Colby Thomas","31855",687515
"Jonny DeLuca","TBR",66,287,260,61,40,11,3,8,32,32,21,0,60,3,2,1,,9,3,0.235233,0.0718998,0.208781,0.344379,0.297883,0.392016,0.300427,0.689899,0.156783,6.20667,0.272451,0.0545282,0.348455,30.9686,-2.94265,90.6142,0.402983,-1.18338,-2.7718798220157623,-1.7583780884742737,0.547148,597.3300170898438,,,,,,,286.5,4.34090909,286.5,4.34090909,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Jake McCarthy","ARI",52,224,202,53,37,9,3,4,25,23,16,0,40,4,2,1,,8,2,0.26061,0.0698,0.176904,0.394564,0.322372,0.388963,0.311491,0.711335,0.128353,6.55784,0.30457,0.328044,0.383155,26.183,-0.284373,97.9826,0.711199,-0.724394,0.1756024956703186,-2.324393928050995,0.542639,611.8699951171875,,,,,,,245.2,4.715384615,245.2,4.715384615,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Taylor Walls","TBR",79,343,302,66,45,14,1,6,34,31,35,0,80,2,2,1,,15,4,0.217015,0.1029,0.233753,0.440208,0.300214,0.330822,0.282275,0.631036,0.113807,5.59876,0.272361,0.188807,0.7154,31.9562,-8.57184,78.11,0.904207,-1.65409,-7.9451605677604675,1.3709121942520142,0.535223,683.27001953125,,,,,,,298.6,3.779746835,298.6,3.779746835,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Matt Vierling","DET",62,266,240,58,40,11,1,6,29,26,21,0,62,3,2,1,,3,1,0.242358,0.0795998,0.234384,0.339612,0.308754,0.37259,0.299531,0.681344,0.130232,4.31756,0.301331,0.257984,-0.215672,28.5092,-2.92077,90.6287,0.0423125,-1.29208,-2.895708493888378,-1.042080044746399,0.533815,587.27001953125,,,,,,,253.7,4.091935483,253.7,4.091935483,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Javier Báez","DET",81,350,328,78,53,14,2,9,35,37,14,0,81,4,3,1,,5,1,0.238247,0.0393002,0.232008,0.169391,0.275695,0.376343,0.282485,0.652038,0.138096,4.71119,0.286706,0.285293,0.0319049,32.6681,-8.68713,78.8861,0.317198,-1.98934,-8.39262980222702,1.5606615543365479,0.533505,468.3999938964844,,,,,,,306.1,3.779012345,306.1,3.779012345,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Edouard Julien","MIN",44,189,160,36,24,7,0,5,22,18,25,1,58,2,1,1,,2,1,0.22413,0.1336,0.306491,0.435902,0.333662,0.364591,0.311446,0.698253,0.140461,3.99526,0.314685,-0.184064,-0.147139,22.085,-0.246844,98.3297,-0.331203,0.151408,-0.7032813131809235,-0.6235922873020172,0.529795,732.27001953125,,,,,,,190.9,4.338636363,190.9,4.338636363,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Alex Freeland","LAD",44,189,164,36,23,8,0,5,21,19,21,0,49,2,1,1,,4,1,0.221837,0.1128,0.260804,0.432509,0.316097,0.361331,0.301201,0.677428,0.139494,4.38285,0.284279,-0.00652349,0.0157473,20.5129,-1.81895,92.427,0.00922381,-0.183745,-1.6871655089780688,0.5412549823522568,0.526108,639.27001953125,,,,,,,181.6,4.127272727,181.6,4.127272727,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Ty France",,84,364,327,84,58,17,0,9,39,40,23,0,68,11,3,1,,1,0,0.257362,0.062,0.186926,0.331682,0.323982,0.39043,0.314183,0.714412,0.133067,2.55701,0.298471,-0.290244,-0.534292,43.3428,0.333436,100.536,-0.824535,-0.085191,-0.5940593630075455,-6.58519097417593,0.525894,666.0700073242188,,,,,,,381.2,4.538095238,381.2,4.538095238,,,,,,,,,,,,,,,,,,,"Ty France","17982",664034
"Austin Wynns","ATH",42,166,152,35,23,7,0,5,17,18,11,0,47,2,1,1,,1,0,0.230878,0.0680998,0.279738,0.243442,0.289479,0.370677,0.289225,0.660155,0.139798,3.52302,0.29924,-0.13496,-0.133786,16.442,-3.21947,80.9607,-0.268746,0.855268,-4.002777397632599,4.10526829957962,0.524329,734.72998046875,,,,,,,152.2,3.623809523,152.2,3.623809523,,,,,,,,,,,,,,,,,,,"Austin Wynns","15271",642851
"Will Benson","CIN",87,378,330,73,42,15,2,14,44,43,41,1,117,3,3,1,,9,3,0.221707,0.1079,0.310021,0.348041,0.309838,0.404738,0.311653,0.714576,0.183031,5.54654,0.294254,-0.562676,0.157519,44.2332,-0.430409,94.1971,-0.405157,-1.19799,-3.00488618016243,-4.447992920875549,0.524175,658.530029296875,,,,,,,406,4.666666666,406,4.666666666,,,,,,,,,,,,,,,,,,,"Will Benson","21853",666181
"Alan Roden","MIN",49,210,185,47,32,10,1,5,24,22,19,0,39,4,2,1,,3,1,0.255217,0.0897999,0.187605,0.478664,0.334685,0.391995,0.320211,0.72668,0.136778,4.56083,0.298924,-0.0155613,-0.0951992,26.0332,1.22005,104.367,-0.110761,-0.117683,0.9701442793011665,-3.167682558298111,0.514665,688.9299926757812,,,,,,,231.8,4.730612244,231.8,4.730612244,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Luke Raley","SEA",71,308,272,61,37,11,1,11,34,36,23,0,94,10,2,1,,4,1,0.223435,0.0735999,0.304446,0.24175,0.304034,0.395426,0.307071,0.69946,0.171991,4.12172,0.291755,-0.263659,-0.139696,34.8961,-1.49651,102.605,-0.403355,-0.11873,0.5421997010707855,-6.118730321526527,0.514052,588.2000122070312,,,,,,,314.4,4.428169014,314.4,4.428169014,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Blake Perkins","MIL",58,252,221,50,34,9,1,5,26,24,27,0,68,2,2,1,,8,2,0.224082,0.1057,0.268353,0.393884,0.310188,0.345064,0.291966,0.655252,0.120982,5.50029,0.297,0.116872,0.271164,25.461,-4.31475,86.3461,0.388036,-0.606574,-3.6899946331977844,0.29342561960220337,0.510287,699.8699951171875,,,,,,,234.4,4.04137931,234.4,4.04137931,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Isiah Kiner-Falefa",,79,343,318,81,62,14,1,4,34,30,17,0,58,4,2,1,,10,2,0.254198,0.049,0.169726,0.2887,0.298031,0.343128,0.282654,0.641159,0.0889302,5.09278,0.297721,0.49391,0.391867,32.0619,-8.46617,78.877,0.885778,-1.29168,-7.677416384220123,1.0333168506622314,0.50793,585.8699951171875,,,,,,,295.9,3.74556962,295.9,3.74556962,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Jake Bauers","MIL",83,357,307,66,39,12,1,13,41,41,43,1,108,3,3,1,,8,2,0.214052,0.1207,0.303266,0.398001,0.314745,0.389814,0.309639,0.704559,0.175762,4.65029,0.278956,-0.666602,0.128931,41.1922,-0.99011,98.4525,-0.537672,-0.646394,-1.192431628704071,-5.721393883228302,0.507844,536.72998046875,,,,,,,372.9,4.492771084,372.9,4.492771084,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Thomas Saggese","STL",40,175,161,40,27,8,0,4,18,18,11,0,43,2,1,1,,2,1,0.248893,0.0611998,0.246265,0.248512,0.301515,0.377538,0.297278,0.679054,0.128645,3.74336,0.314351,0.027813,-0.121717,18.4359,-2.24166,91.3781,-0.093904,0.233914,-1.8821740448474884,1.0089144110679626,0.506348,542.27001953125,,,,,,,163.8,4.095,163.8,4.095,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Luis Urías",,39,168,146,34,23,6,0,4,18,17,17,0,32,3,1,1,,1,0,0.232854,0.0990002,0.187893,0.526896,0.322764,0.371903,0.308657,0.694667,0.139049,3.47881,0.26555,-0.0334433,-0.176185,19.2506,-0.599847,96.7397,-0.209628,-0.60198,-0.8569952696561813,-0.0019797086715698242,0.493849,999,,,,,,,161.3,4.135897435,161.3,4.135897435,,,,,,,,,,,,,,,,,,,"Luis Urias","16622",649966
"Johnathan Rodríguez","CLE",49,210,188,46,30,9,1,7,23,24,18,0,60,2,1,1,,1,0,0.246182,0.0876999,0.285916,0.306733,0.316818,0.412138,0.3172,0.728956,0.165956,3.40013,0.320346,-0.0775202,-0.235801,25.5198,0.706652,104.235,-0.313321,-0.200484,0.7349674105644226,-3.1504845172166824,0.492363,999,,,,,,,229.1,4.675510204,229.1,4.675510204,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Kristian Campbell","BOS",42,182,159,40,27,8,1,4,20,19,18,0,46,3,1,0,,2,1,0.249385,0.0988,0.254829,0.387711,0.334009,0.387924,0.319159,0.721934,0.138539,4.21753,0.322134,0.0355724,-0.163545,22.4067,0.902015,100.205,-0.127973,0.808076,-0.08406577259302139,-1.3919240236282349,0.489888,383.5299987792969,,,,,,,195.5,4.654761904,195.5,4.654761904,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Javier Sanoja","MIA",41,175,161,42,29,9,1,3,19,18,11,0,19,1,1,1,,4,2,0.262662,0.0623,0.110851,0.562017,0.312019,0.392196,0.306966,0.704215,0.129534,5.28704,0.280759,0.104613,-0.0119509,19.8124,-0.865169,94.5257,0.0926617,-0.569655,-1.0427796095609665,0.00534510612487793,0.489551,531.27001953125,,,,,,,172.2,4.2,172.2,4.2,,,,,,,,,,,,,,,,,,,"Javier Sanoja","28253",691594
"José Tena","WSN",55,238,217,53,37,11,1,4,24,23,17,0,59,2,2,1,,7,2,0.246574,0.0709998,0.249021,0.285116,0.303709,0.368572,0.295201,0.672281,0.121998,5.05394,0.316554,-0.0402998,0.0449633,24.6716,-3.44993,87.8277,0.00466349,-0.609943,-3.4288978376425803,0.29005736112594604,0.489,999,,,,,,,219.7,3.994545454,219.7,3.994545454,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Tyler Austin","CHC",65,280,253,63,38,13,1,11,34,36,23,3,63,2,2,1,,1,0,0.247634,0.0810001,0.225196,0.359687,0.311519,0.438086,0.320587,0.749605,0.190453,3.07959,0.283865,-0.412,-0.297628,34.7965,1.71234,106.99,-0.709628,0,1.610085368156433,-6.199999809265137,0.483504,999,,,,,,,323.5,4.976923076,323.5,4.976923076,,,,,,,,,,,,,,,,,,,"Tyler Austin","11850",592122
"George Valera","CLE",89,385,339,77,47,14,1,14,48,43,40,0,106,3,3,1,,3,1,0.226867,0.1028,0.275956,0.372523,0.310496,0.403342,0.311991,0.713837,0.176475,3.69367,0.282912,-0.0685755,-0.435629,45.1581,-0.332603,100.647,-0.504204,0,-0.21047267317771912,-8.324999809265137,0.482465,628.5999755859375,,,,,,,402,4.516853932,402,4.516853932,,,,,,,,,,,,,,,,,,,"George Valera","22541",671655
"Jon Berti",,55,238,216,55,41,9,1,4,26,22,17,0,48,2,2,1,,12,3,0.253662,0.071,0.201535,0.352296,0.312495,0.354353,0.294609,0.666848,0.10069,5.65437,0.308167,0.271745,0.733933,24.5572,-3.56431,87.0896,1.00568,-1.81393,-2.6259549856185913,-0.7139294147491455,0.48241,999,,,,,,,232.8,4.232727272,232.8,4.232727272,,,,,,,,,,,,,,,,,,,"Jon Berti","12037",542932
"Nolan Gorman","STL",70,301,266,58,34,10,1,13,34,38,30,1,96,2,2,1,,2,1,0.218825,0.1007,0.319357,0.315321,0.300012,0.409408,0.307911,0.70942,0.190583,3.35038,0.283675,-0.718402,-0.256598,34.3084,-1.25706,98.6623,-0.975,0.000491383,-1.4522290229797363,-3.8745086170965806,0.479601,498,,,,,,,312.7,4.467142857,312.7,4.467142857,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Orlando Arcia",,53,231,211,49,33,9,1,6,24,25,16,0,48,1,2,1,,1,0,0.232048,0.0700002,0.208131,0.336328,0.288908,0.372302,0.288864,0.661211,0.140254,3.18707,0.268664,-0.0211377,-0.229507,22.7574,-4.53706,83.1427,-0.250645,-0.124069,-4.853041559457779,1.700930930674076,0.477383,999,,,,,,,204.5,3.858490566,204.5,3.858490566,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Robert Hassell III","WSN",75,322,292,71,51,13,1,6,32,31,24,1,75,2,2,1,,7,2,0.242964,0.0730002,0.233779,0.312262,0.301905,0.356637,0.289638,0.658542,0.113673,4.22798,0.303203,0.0317657,0.0225377,31.9249,-6.12191,84.0168,0.0543034,0.631785,-6.045457109808922,-0.018215298652648926,0.475686,554.4000244140625,,,,,,,291.1,3.881333333,291.1,3.881333333,,,,,,,,,,,,,,,,,,,"Robert Hassell III","27482",690987
"Sam Haggerty","TEX",58,252,226,56,40,10,2,4,30,23,21,1,55,3,2,1,,12,3,0.249912,0.0831002,0.218629,0.380098,0.318317,0.371481,0.303457,0.689798,0.12157,6.53969,0.310152,-0.0552732,0.834207,27.812,-1.9637,94.9896,0.778933,-0.55408,-0.7092092633247375,-3.4540805220603943,0.461444,999,,,,,,,252,4.344827586,252,4.344827586,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Jeferson Quero","MIL",31,122,110,25,17,5,0,3,13,13,9,0,24,1,1,0,,1,0,0.230442,0.0774997,0.194828,0.397786,0.297111,0.370901,0.293602,0.668012,0.140459,3.7732,0.263497,0,-0.104597,12.4474,-1.92058,87.4664,-0.104597,0,-1.9109565392136574,2.375,0.461399,579.8699951171875,,,,,,,104.6,3.374193548,104.6,3.374193548,,,,,,,,,,,,,,,,,,,"Jeferson Quero","sa3015407",691620
"Travis Bazzana","CLE",53,231,201,43,29,9,1,4,23,21,25,0,65,3,2,1,,4,1,0.21454,0.1099,0.280296,0.392085,0.308276,0.334945,0.288672,0.643221,0.120405,4.76541,0.290443,0,-0.0877759,22.7213,-4.5731,84.5835,-0.0877759,0,-4.285074450075626,0.824999988079071,0.459442,999,,,,,,,198,3.735849056,198,3.735849056,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Jake Fraley","TBR",49,210,187,47,32,9,0,6,24,23,19,0,42,2,2,1,,6,2,0.25215,0.0909002,0.20034,0.453729,0.325961,0.396016,0.316464,0.721976,0.143866,4.59682,0.293886,-0.128885,0.125203,25.3943,0.581145,101.661,-0.00368187,-0.532411,0.40755179594270885,-3.182411253452301,0.455598,639,,,,,,,227.5,4.642857142,227.5,4.642857142,,,,,,,,,,,,,,,,,,,"Jake Fraley","19260",641584
"Everson Pereira","CHW",71,308,276,61,38,11,1,11,33,34,25,0,98,4,2,1,,5,1,0.219574,0.0811999,0.319196,0.254388,0.290959,0.387409,0.296667,0.678368,0.167836,4.32276,0.292048,-0.1408,-0.0452095,32.2944,-4.09816,88.6493,-0.186009,1.17568,-4.306477636098862,-1.9243199825286865,0.447112,738,,,,,,,300.3,4.229577464,300.3,4.229577464,,,,,,,,,,,,,,,,,,,"Everson Pereira","23695",677592
"Edmundo Sosa","PHI",44,189,176,44,29,9,1,5,20,22,8,0,43,3,1,1,,2,1,0.249386,0.0421002,0.22731,0.18521,0.291337,0.401347,0.300041,0.692683,0.151961,4.37257,0.298568,0.251871,-0.129364,20.3348,-1.99699,89.5125,0.122507,-0.287988,-2.226733572781086,0.23701170086860657,0.439775,572.4000244140625,,,,,,,183.2,4.163636363,183.2,4.163636363,,,,,,,,,,,,,,,,,,,"Edmundo Sosa","17022",624641
"Austin Hays",,123,532,486,117,74,24,4,15,58,63,36,2,134,5,4,1,,6,2,0.241544,0.0669999,0.252369,0.265483,0.298372,0.40281,0.303357,0.701182,0.161266,4.74468,0.299691,-0.0315337,-0.448884,58.671,-4.18891,93.0987,-0.480418,-1.00825,-4.819810748100281,-8.908247232437134,0.437602,404.3299865722656,,,,,,,531.4,4.320325203,531.4,4.320325203,,,,,,,,,,,,,,,,,,,"Austin Hays","19363",669720
"Tyler Locklear","ARI",79,343,304,73,47,15,1,10,38,39,30,1,93,6,2,1,,7,2,0.24041,0.0867001,0.272157,0.318566,0.318424,0.396326,0.313123,0.71475,0.155916,4.54594,0.310392,-0.0575565,-0.0444417,40.5471,0.0189705,99.1004,-0.101998,0.148174,-0.46771448850631714,-6.67682608962059,0.436583,744.8699951171875,,,,,,,363.7,4.603797468,363.7,4.603797468,,,,,,,,,,,,,,,,,,,"Tyler Locklear","31396",682988
"Tommy Pham",,94,406,362,89,61,17,1,10,46,41,37,2,93,2,3,1,,6,2,0.245484,0.0910001,0.229429,0.396637,0.31725,0.383939,0.306876,0.70119,0.138455,4.33967,0.300815,-0.892414,-0.163209,45.9351,-2.0369,95.5159,-1.05562,-1.96666,-3.2073670625686646,-6.3166563510894775,0.431428,721.6699829101562,,,,,,,408.2,4.342553191,408.2,4.342553191,,,,,,,,,,,,,,,,,,,"Tommy Pham","2967",502054
"Jordan Beck","COL",131,567,513,127,81,25,4,16,65,67,45,1,157,4,4,1,,17,6,0.248314,0.0793001,0.276679,0.286614,0.311628,0.410002,0.313584,0.72163,0.161689,5.73473,0.32286,0.197709,0.234351,67.2389,0.243502,86.7474,0.432061,-0.200277,-8.47386023402214,-6.175276979804039,0.431257,214.8000030517578,,,,,,,606.4,4.629007633,606.4,4.629007633,,,,,,,,,,,,,,,,,,,"Jordan Beck","31431",687597
"Michael Conforto",,86,371,325,74,46,15,1,12,41,42,38,0,92,5,3,1,,1,0,0.227024,0.102,0.246843,0.413218,0.314503,0.388626,0.30938,0.703129,0.161603,2.77384,0.275391,-0.193346,-0.494749,42.7296,-1.10691,97.2363,-0.688096,-2.49202,-1.89994615316391,-6.4670164585113525,0.428615,696.469970703125,,,,,,,382.3,4.445348837,382.3,4.445348837,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Yohel Pozo","STL",23,90,85,23,15,5,0,3,10,11,3,0,12,1,1,0,,1,0,0.266239,0.0345004,0.130505,0.26436,0.294085,0.421948,0.308028,0.716032,0.155709,3.28929,0.279586,-0.100745,-0.0840374,10.2213,-0.365677,98.7425,-0.184783,-0.584815,-0.31832462549209595,1.165185272693634,0.428596,720.27001953125,,,,,,,100.4,4.365217391,100.4,4.365217391,,,,,,,,,,,,,,,,,,,"Yohel Pozo","18848",650968
"James McCann","ARI",52,208,192,46,31,9,0,6,22,23,11,0,53,2,2,1,,1,0,0.241882,0.0547999,0.253332,0.216316,0.290923,0.387883,0.295479,0.678805,0.146001,3.43892,0.300171,-0.424979,-0.183568,21.5879,-2.96525,87.0138,-0.608547,-0.0198628,-3.806856334209442,2.480137189850211,0.427894,706.6699829101562,,,,,,,189,3.634615384,189,3.634615384,,,,,,,,,,,,,,,,,,,"James McCann","12859",543510
"Starling Marte",,73,315,287,76,54,13,1,7,35,34,20,0,69,5,2,1,,8,2,0.263978,0.0629999,0.217799,0.289257,0.320377,0.39428,0.312676,0.714657,0.130303,4.85648,0.320568,-0.215516,0.250292,37.1227,-0.0970245,99.5001,0.0347763,-0.192108,-0.1513485237956047,-6.367107808589935,0.42383,999,,,,,,,332.4,4.553424657,332.4,4.553424657,,,,,,,,,,,,,,,,,,,"Starling Marte","9241",516782
"Josh Rojas",,65,280,250,59,41,12,1,5,30,26,25,0,62,2,2,1,,6,2,0.236486,0.091,0.220223,0.413218,0.30912,0.348616,0.291734,0.657736,0.112131,4.70541,0.293278,-0.382984,0.120741,28.2371,-4.84709,85.114,-0.262242,-1.31795,-5.188537299633026,-0.16794753074645996,0.42152,999,,,,,,,254.7,3.918461538,254.7,3.918461538,,,,,,,,,,,,,,,,,,,"Josh Rojas","19734",668942
"JJ Wetherholt","STL",21,91,80,20,14,4,0,2,10,9,9,0,16,1,1,0,,2,1,0.252667,0.1007,0.180853,0.556807,0.33685,0.384949,0.318767,0.721799,0.132282,4.53335,0.293095,0,-0.0045545,11.1744,0.422048,106.099,-0.0045545,0,0.6532551157288253,0.42500001192092896,0.42008,999,,,,,,,93.4,4.447619047,93.4,4.447619047,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"James Outman","MIN",47,203,177,38,22,8,1,7,23,22,20,1,69,3,1,1,,4,1,0.213067,0.1009,0.338481,0.298096,0.30225,0.38146,0.299938,0.68371,0.168392,5.1583,0.299836,0.0340821,0.0561692,21.8241,-2.16194,90.4018,0.0902513,0.547443,-2.2061978727579117,-0.7275567650794983,0.414691,710.2000122070312,,,,,,,204.3,4.34680851,204.3,4.34680851,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
"Travis d'Arnaud","LAA",57,224,205,44,27,9,0,7,22,24,14,0,64,3,2,1,,1,0,0.216107,0.0627,0.285198,0.219848,0.274041,0.372433,0.282146,0.646474,0.156326,2.92863,0.273279,-0.431457,-0.229647,20.846,-5.62134,77.7255,-0.661105,-0.915829,-6.541804611682892,3.459170877933502,0.411844,749.9299926757812,,,,,,,186.2,3.266666666,186.2,3.266666666,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Jose Iglesias",,53,231,213,55,41,11,0,3,22,22,12,0,39,3,2,1,,3,1,0.257945,0.0539999,0.166802,0.323736,0.306715,0.354858,0.291297,0.661574,0.0969134,3.70056,0.299935,-0.188891,-0.206225,23.2137,-4.08078,84.814,-0.395116,-0.633863,-4.541234523057938,0.6911370754241943,0.40597,746.9299926757812,,,,,,,203,3.830188679,203,3.830188679,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Oswald Peraza","LAA",70,301,271,61,41,10,1,9,32,31,22,0,78,4,2,1,,9,2,0.223836,0.0747002,0.260708,0.286528,0.291302,0.362819,0.287765,0.654122,0.138983,4.8719,0.279252,0.0577133,0.394156,29.385,-6.18047,81.5962,0.451869,-0.220465,-6.077121138572693,-0.34546495974063873,0.40284,739.530029296875,,,,,,,279.4,3.991428571,279.4,3.991428571,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Brett Harris","ATH",45,196,173,40,27,8,0,5,21,20,18,0,42,3,1,1,,3,1,0.233815,0.0922002,0.215815,0.427219,0.314532,0.366106,0.301762,0.680639,0.132292,3.95239,0.280264,-0.0910437,-0.129473,21.3619,-1.79703,89.5973,-0.220517,-0.0687886,-2.623644605278969,-0.26878857612609863,0.394268,999,,,,,,,187.1,4.157777777,187.1,4.157777777,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Andrés Chaparro","WSN",70,301,270,64,39,14,1,11,33,37,26,1,72,3,2,0,,1,0,0.236018,0.0848001,0.239779,0.35366,0.306876,0.411985,0.312226,0.718861,0.175966,2.93284,0.27929,-0.187201,-0.355081,35.3628,-0.202687,99.4899,-0.542282,0.111052,-0.7242623865604401,-5.463948220014572,0.391461,749.7999877929688,,,,,,,327,4.671428571,327,4.671428571,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
