player_name,mlbid,final_adp,week,x1b,x2b,x3b,hr,bb,hbp,r,rbi,sb,ud_points,week_rank,rank_group
Isaac Collins,686555,NA,2025-08-04,4,2,1,2,3,2,6,7,1,97,3,IF1
Ryan McMahon,641857,172.9,2025-05-05,4,2,0,3,6,0,8,4,0,96,3,IF1
Jose Ramirez,608070,8.37,2025-07-21,5,2,0,2,5,1,7,4,2,95,3,IF1
Rafael Devers,646240,35.39,2025-05-19,4,1,0,3,5,0,6,10,0,95,4,IF1
Willy Adames,642715,76.34,2025-06-30,7,2,0,2,4,0,6,9,0,95,4,IF1
CJ Abrams,682928,79.08,2025-05-12,3,2,0,4,2,0,8,4,1,95,1,IF1
Eugenio Suarez,553993,104.99,2025-04-21,3,1,0,4,3,1,9,5,0,95,1,IF1
Max Muncy,571970,161.48,2025-05-26,3,0,0,4,2,0,6,12,1,95,4,IF1
Jose Ramirez,608070,8.37,2025-09-15,4,2,0,2,5,1,8,4,2,94,3,IF1
Andrew Vaughn,683734,236.76,2025-07-28,8,0,0,3,2,0,7,10,0,94,3,IF1
Josh Smith,669701,239.59,2025-06-09,6,3,0,2,4,0,9,4,0,94,2,IF1
Maikel Garcia,672580,239.72,2025-04-28,8,2,0,2,2,0,4,4,4,94,2,IF1
Colson Montgomery,695657,239.98,2025-09-01,4,0,0,3,5,1,9,8,0,94,1,IF1
Ernie Clement,676391,NA,2025-08-04,6,2,1,3,0,0,9,4,0,94,4,IF1
Jose Ramirez,608070,8.37,2025-05-12,4,1,0,3,3,0,7,5,3,93,2,IF1
Pete Alonso,624413,29.95,2025-04-14,4,3,1,2,5,0,4,6,0,93,3,IF1
Bo Bichette,666182,84.67,2025-08-04,4,2,0,3,1,0,8,10,0,93,5,IF1
Bo Bichette,666182,84.67,2025-09-01,3,4,0,2,4,0,6,8,0,93,2,IF1
Matt Chapman,656305,93.14,2025-04-14,6,1,0,2,7,0,4,6,2,93,3,IF1
Zach Neto,687263,202.06,2025-08-11,3,1,0,4,3,1,5,8,0,93,4,IF1
Shea Langeliers,669127,226.05,2025-08-04,4,2,0,4,1,0,6,7,0,93,5,IF1
Jorge Polanco,593871,239.99,2025-04-21,2,2,0,4,2,1,5,8,0,93,2,IF1
William Contreras,661388,61.55,2025-04-07,4,2,0,3,2,0,6,10,0,92,1,IF1
Josh Naylor,647304,89.6,2025-06-09,7,2,0,2,3,0,6,9,0,92,3,IF1
Anthony Volpe,683011,135.32,2025-07-28,3,1,1,3,1,0,7,5,3,92,4,IF1
Nick Kurtz,701762,NA,2025-05-19,3,0,0,4,5,0,5,9,0,92,5,IF1
Nick Kurtz,701762,NA,2025-06-16,2,2,0,4,2,0,6,8,0,92,4,IF1
Freddie Freeman,518692,26.39,2025-04-28,6,2,0,2,5,0,6,7,0,91,3,IF1
Ketel Marte,606466,37.6,2025-06-16,5,5,0,1,2,0,8,7,0,91,5,IF1
Marcus Semien,543760,65.54,2025-07-07,5,0,0,3,3,1,10,7,0,91,5,IF1
Matt Chapman,656305,93.14,2025-07-21,3,1,1,3,3,1,5,8,0,91,4,IF1
Zach Neto,687263,202.06,2025-05-12,2,3,0,3,3,0,7,7,0,91,3,IF1
Agustin Ramirez,682663,NA,2025-06-23,5,4,1,1,2,0,8,6,0,91,2,IF1
Dylan Moore,664238,NA,2025-04-14,6,1,0,3,1,0,6,5,3,91,5,IF1
Gunnar Henderson,683002,12.24,2025-07-28,6,1,0,2,4,0,8,9,0,90,5,IF1
Pete Alonso,624413,29.95,2025-08-25,9,2,0,2,1,0,7,7,0,90,3,IF1
Corey Seager,608369,43.68,2025-06-23,3,0,0,3,6,1,6,7,1,90,3,IF1
Oneil Cruz,665833,50.09,2025-04-21,5,1,0,3,3,0,6,5,2,90,3,IF1
Matt Shaw,807713,227.33,2025-07-21,3,2,0,3,1,0,5,9,2,90,5,IF1
Logan O'Hoppe,681351,238.67,2025-05-19,5,1,0,4,1,0,6,7,0,90,6,IF1
Noelvi Marte,682622,239.78,2025-04-21,6,2,0,2,2,0,3,8,3,90,3,IF1
Alex Bregman,608324,60.11,2025-04-21,6,4,0,1,5,0,5,6,0,89,5,IF1
Bo Bichette,666182,84.67,2025-07-21,6,5,0,1,1,0,4,10,0,89,6,IF1
Tyler Fitzgerald,666149,237.85,2025-04-14,5,2,1,2,2,0,7,5,1,89,6,IF1
Francisco Alvarez,682626,239.35,2025-08-11,3,3,0,3,0,0,7,9,0,89,5,IF1
Kyle Teel,691019,239.94,2025-08-18,8,1,0,2,3,0,7,8,0,89,4,IF1
Geraldo Perdomo,672695,240,2025-04-28,6,3,0,1,3,0,3,8,3,89,4,IF1
Ernie Clement,676391,NA,2025-05-26,7,4,0,2,0,0,6,6,0,89,5,IF1
Pete Alonso,624413,29.95,2025-09-15,6,1,0,3,3,1,6,5,0,88,4,IF1
Rafael Devers,646240,35.39,2025-05-05,7,1,0,2,5,0,3,8,1,88,4,IF1
Ozzie Albies,645277,58.95,2025-08-25,4,2,0,3,2,0,4,10,0,88,4,IF1
Mark Vientos,668901,83.69,2025-08-18,2,2,0,4,2,0,5,7,0,88,5,IF1
Max Muncy,571970,161.48,2025-06-16,2,0,1,2,6,0,6,10,1,88,6,IF1
Nico Hoerner,663538,212.11,2025-03-31,9,1,0,0,3,0,6,5,6,88,5,IF1
Colson Montgomery,695657,239.98,2025-09-22,4,3,0,3,2,0,5,6,0,88,2,IF1
Agustin Ramirez,682663,NA,2025-04-21,2,4,0,3,2,0,4,5,1,88,6,IF1
Jose Ramirez,608070,8.37,2025-05-26,6,3,0,2,3,0,6,3,1,87,6,IF1
Gunnar Henderson,683002,12.24,2025-08-18,6,0,1,2,2,1,6,4,3,87,6,IF1
Francisco Lindor,596019,17.8,2025-09-15,6,1,0,2,4,1,9,3,1,87,5,IF1
Manny Machado,592518,45.54,2025-06-02,8,0,0,3,3,0,4,6,1,87,3,IF1
Willy Adames,642715,76.34,2025-04-28,3,2,0,3,4,0,6,4,1,87,5,IF1
Bo Bichette,666182,84.67,2025-06-16,6,2,0,3,1,0,5,7,0,87,7,IF1
Xander Bogaerts,593428,211.87,2025-08-04,3,1,0,3,2,0,7,5,3,87,7,IF1
Jonathan Aranda,666018,239.63,2025-05-26,6,3,0,1,4,1,7,6,0,87,6,IF1
Zach McKinstry,656716,NA,2025-07-07,1,2,0,2,5,1,4,5,4,87,6,IF1
Freddie Freeman,518692,26.39,2025-07-28,8,2,0,2,2,0,4,8,0,86,6,IF1
Oneil Cruz,665833,50.09,2025-04-14,3,1,0,3,3,0,6,6,2,86,7,IF1
William Contreras,661388,61.55,2025-08-25,5,2,0,3,1,0,7,6,0,86,5,IF1
Yandy Diaz,650490,154.91,2025-06-16,9,2,0,2,1,2,6,3,0,86,8,IF1
Tyler Soderstrom,691016,238.1,2025-06-02,3,0,1,2,6,1,4,8,1,86,4,IF1
Ty France,664034,239.69,2025-04-07,7,2,0,2,2,1,6,6,0,86,2,IF1
Spencer Horwitz,687462,239.83,2025-09-22,5,3,0,2,3,0,5,7,0,86,3,IF1
Geraldo Perdomo,672695,240,2025-06-23,5,2,0,1,5,0,7,6,2,86,4,IF1
Geraldo Perdomo,672695,240,2025-08-18,5,0,2,1,5,0,6,5,2,86,7,IF1
Jose Caballero,676609,NA,2025-05-26,3,3,0,1,2,1,6,6,4,86,8,IF1
William Contreras,661388,61.55,2025-08-11,7,2,0,1,4,0,4,9,1,85,6,IF1
Cal Raleigh,663728,152.19,2025-09-15,2,1,0,4,3,0,6,6,0,85,6,IF1
Xavier Edwards,669364,165.36,2025-08-04,13,2,0,0,0,0,3,4,5,85,8,IF1
Michael Busch,683737,226.9,2025-04-07,3,3,1,2,0,2,6,6,0,85,3,IF1
Brice Turang,668930,230.59,2025-08-18,8,1,0,2,2,1,5,6,1,85,8,IF1
Kyle Teel,691019,239.94,2025-09-01,2,2,0,2,6,1,5,6,1,85,3,IF1
Jose Ramirez,608070,8.37,2025-07-28,6,1,0,2,4,0,7,5,1,84,7,IF1
Mookie Betts,605141,16.08,2025-04-28,6,1,1,1,2,0,9,9,0,84,6,IF1
Junior Caminero,691406,65.87,2025-09-01,6,3,0,2,0,0,5,9,0,84,4,IF1
Vinnie Pasquantino,686469,131.56,2025-06-02,10,1,0,2,1,1,4,7,0,84,5,IF1
Anthony Volpe,683011,135.32,2025-03-31,4,3,0,2,1,1,6,8,0,84,6,IF1
Jeremy Pena,665161,180.02,2025-09-15,5,2,0,2,2,1,8,6,0,84,7,IF1
Josh Bell,605137,238,2025-05-26,6,0,0,3,3,1,5,7,0,84,9,IF1
Maikel Garcia,672580,239.72,2025-06-02,3,2,0,2,3,0,5,6,3,84,5,IF1
Maikel Garcia,672580,239.72,2025-07-21,3,1,2,2,3,0,6,4,1,84,7,IF1
Ryan O'Hearn,656811,239.89,2025-05-19,9,2,0,1,4,1,4,4,1,84,7,IF1
Jorge Polanco,593871,239.99,2025-09-08,1,10,0,0,1,0,3,6,0,84,2,IF1
Isaac Collins,686555,NA,2025-06-16,3,2,0,2,3,0,7,8,1,84,9,IF1
Elly De La Cruz,682829,5.23,2025-04-14,4,0,0,2,5,0,5,5,4,83,8,IF1
Ozzie Albies,645277,58.95,2025-09-01,6,1,1,2,1,0,6,4,2,83,5,IF1
Marcus Semien,543760,65.54,2025-06-30,4,1,0,2,5,0,6,7,1,83,5,IF1
Willy Adames,642715,76.34,2025-07-21,5,3,0,1,5,1,7,4,0,83,8,IF1
Max Muncy,571970,161.48,2025-08-04,4,0,0,3,7,0,4,6,0,83,9,IF1
Nico Hoerner,663538,212.11,2025-09-08,7,3,1,0,2,0,6,3,3,83,3,IF1
Ben Rice,700250,239.01,2025-08-11,4,2,0,2,5,0,4,8,0,83,7,IF1
Elly De La Cruz,682829,5.23,2025-07-07,5,3,1,0,5,0,4,3,3,82,7,IF1
Alex Bregman,608324,60.11,2025-04-28,2,2,0,3,3,1,6,5,0,82,7,IF1
Bo Bichette,666182,84.67,2025-05-26,3,2,0,3,3,0,4,7,0,82,10,IF1
Matt Chapman,656305,93.14,2025-06-02,3,3,0,2,2,1,5,4,2,82,7,IF1
Cal Raleigh,663728,152.19,2025-09-08,3,2,0,1,10,1,7,2,0,82,4,IF1
Nathaniel Lowe,663993,192.46,2025-04-28,4,2,0,2,3,1,5,8,0,82,7,IF1
Shea Langeliers,669127,226.05,2025-07-21,7,0,0,3,3,0,5,6,0,82,9,IF1
Jeff McNeil,643446,239.75,2025-08-18,1,2,0,3,2,1,5,9,0,82,9,IF1
Spencer Horwitz,687462,239.83,2025-07-28,5,2,0,2,3,0,5,8,0,82,8,IF1
Elly De La Cruz,682829,5.23,2025-05-26,2,2,0,3,3,0,8,4,0,81,11,IF1
Francisco Lindor,596019,17.8,2025-08-18,7,2,0,1,4,0,6,1,3,81,10,IF1
Junior Caminero,691406,65.87,2025-08-04,4,0,0,4,1,0,5,8,0,81,10,IF1
Max Muncy,571970,161.48,2025-06-23,5,1,0,2,2,0,7,10,0,81,5,IF1
Rhys Hoskins,656555,172.72,2025-04-14,6,0,0,3,0,1,5,8,1,81,9,IF1
Josh Jung,673962,208.9,2025-05-12,6,0,0,3,1,0,6,7,1,81,4,IF1
Spencer Torkelson,679529,237.98,2025-04-14,2,2,0,2,5,0,4,10,0,81,9,IF1
Casey Schmitt,669477,239.77,2025-06-09,4,0,0,3,3,0,4,11,0,81,4,IF1
Elly De La Cruz,682829,5.23,2025-03-31,3,2,0,2,1,0,5,9,2,80,7,IF1
Oneil Cruz,665833,50.09,2025-07-21,3,3,0,1,3,0,4,5,4,80,10,IF1
Christian Walker,572233,74.01,2025-06-30,11,0,0,2,0,1,4,8,0,80,6,IF1
Willy Adames,642715,76.34,2025-08-25,4,0,0,3,2,0,7,7,1,80,6,IF1
CJ Abrams,682928,79.08,2025-06-23,7,2,1,1,1,0,4,5,2,80,6,IF1
Josh Jung,673962,208.9,2025-08-25,8,4,0,1,0,0,5,6,0,80,6,IF1
Nico Hoerner,663538,212.11,2025-05-12,5,3,0,0,2,1,9,4,3,80,5,IF1
Will Smith,669257,215.77,2025-06-16,2,3,0,3,2,0,6,4,0,80,10,IF1
Jacob Wilson,805779,238.09,2025-06-02,9,3,0,1,1,0,5,6,0,80,8,IF1
Geraldo Perdomo,672695,240,2025-09-08,5,0,0,2,5,2,4,4,2,80,5,IF1
Liover Peguero,678894,NA,2025-07-28,1,1,0,4,1,0,5,7,1,80,9,IF1
Lenyn Sosa,672820,NA,2025-07-28,9,0,0,2,3,0,6,6,0,80,9,IF1
Agustin Ramirez,682663,NA,2025-09-15,3,4,0,1,3,0,6,4,2,80,8,IF1
Francisco Lindor,596019,17.8,2025-05-26,5,1,0,3,2,0,6,5,0,79,12,IF1
Francisco Lindor,596019,17.8,2025-09-22,2,1,0,3,5,0,5,6,0,79,4,IF1
CJ Abrams,682928,79.08,2025-04-28,7,3,1,0,1,3,5,3,1,79,9,IF1
Jose Altuve,514888,81.09,2025-06-09,4,4,0,1,2,1,4,6,1,79,5,IF1
Josh Naylor,647304,89.6,2025-04-14,6,0,0,3,3,0,6,5,0,79,11,IF1
Josh Naylor,647304,89.6,2025-09-08,6,1,0,1,1,0,7,8,3,79,6,IF1
Cal Raleigh,663728,152.19,2025-05-12,2,1,0,3,3,0,5,7,1,79,6,IF1
Nathaniel Lowe,663993,192.46,2025-06-16,1,1,0,4,2,0,5,7,0,79,11,IF1
Bryson Stott,681082,202.3,2025-08-18,4,2,0,2,1,0,6,6,2,79,11,IF1
Nico Hoerner,663538,212.11,2025-06-23,7,0,0,3,2,0,5,4,1,79,7,IF1
Brandon Lowe,664040,213.94,2025-05-12,6,1,0,2,3,0,5,6,1,79,6,IF1
Jake Cronenworth,630105,229.63,2025-08-25,4,3,0,1,6,1,4,5,0,79,8,IF1
Brice Turang,668930,230.59,2025-09-01,6,1,1,1,5,0,4,5,1,79,6,IF1
Josh Bell,605137,238,2025-09-08,5,0,0,3,0,0,5,12,0,79,6,IF1
Logan O'Hoppe,681351,238.67,2025-03-31,4,0,0,4,1,0,4,8,0,79,8,IF1
Javier Baez,595879,NA,2025-04-28,2,2,0,3,0,1,7,7,0,79,9,IF1
Francisco Lindor,596019,17.8,2025-08-25,8,1,0,1,1,1,6,4,3,78,9,IF1
Bryce Harper,547180,27.32,2025-05-19,6,3,0,1,0,2,4,7,1,78,8,IF1
Rafael Devers,646240,35.39,2025-05-12,4,2,0,2,4,0,4,7,0,78,8,IF1
Rafael Devers,646240,35.39,2025-06-02,2,2,0,2,4,2,6,5,0,78,9,IF1
Rafael Devers,646240,35.39,2025-09-22,1,2,0,3,5,0,5,4,0,78,5,IF1
Manny Machado,592518,45.54,2025-07-21,8,4,0,1,0,2,1,6,0,78,11,IF1
Eugenio Suarez,553993,104.99,2025-05-05,3,2,0,2,4,1,5,6,0,78,5,IF1
Dansby Swanson,621020,124.49,2025-08-25,3,0,1,3,1,0,5,7,1,78,9,IF1
Vinnie Pasquantino,686469,131.56,2025-06-30,3,3,0,2,2,1,3,8,0,78,7,IF1
Cal Raleigh,663728,152.19,2025-06-02,3,1,0,3,1,0,5,8,1,78,9,IF1
Jeremy Pena,665161,180.02,2025-06-16,7,1,0,2,2,1,5,6,0,78,12,IF1
Willson Contreras,575929,182.14,2025-06-09,3,1,0,2,4,3,4,7,0,78,6,IF1
Michael Busch,683737,226.9,2025-09-15,1,2,0,3,5,0,5,4,0,78,9,IF1
Maikel Garcia,672580,239.72,2025-08-04,6,3,0,1,4,0,3,3,2,78,11,IF1
Ivan Herrera,671056,NA,2025-05-12,7,3,0,1,1,2,5,5,0,78,8,IF1
Elly De La Cruz,682829,5.23,2025-06-23,9,0,1,1,2,0,6,5,1,77,8,IF1
Matt Olson,621566,21.79,2025-08-25,5,2,0,2,3,1,4,5,0,77,11,IF1
Bryce Harper,547180,27.32,2025-07-07,2,5,0,1,5,0,5,1,1,77,8,IF1
Rafael Devers,646240,35.39,2025-04-21,2,1,0,2,6,1,7,5,0,77,7,IF1
Rafael Devers,646240,35.39,2025-09-01,4,0,0,3,3,0,6,7,0,77,7,IF1
Ketel Marte,606466,37.6,2025-05-12,3,0,0,3,2,2,6,5,1,77,10,IF1
Christian Walker,572233,74.01,2025-09-22,3,1,0,4,0,0,5,6,0,77,6,IF1
Eugenio Suarez,553993,104.99,2025-03-24,0,0,0,4,2,1,5,7,1,77,1,IF1
Eugenio Suarez,553993,104.99,2025-05-12,3,1,0,2,1,3,5,10,0,77,10,IF1
Eugenio Suarez,553993,104.99,2025-07-07,1,2,0,3,3,1,5,5,0,77,8,IF1
Jordan Westburg,676059,108.66,2025-06-09,2,1,0,3,2,1,5,8,0,77,7,IF1
Dansby Swanson,621020,124.49,2025-05-12,5,0,0,2,4,0,5,4,3,77,10,IF1
Xavier Edwards,669364,165.36,2025-04-07,9,0,0,0,6,0,6,2,4,77,4,IF1
Ryan McMahon,641857,172.9,2025-06-09,2,1,0,3,5,0,5,5,0,77,7,IF1
Willson Contreras,575929,182.14,2025-04-28,7,0,0,2,1,3,4,8,0,77,11,IF1
Carlos Correa,621043,209.38,2025-08-04,9,2,0,1,4,0,3,5,0,77,12,IF1
Kristian Campbell,692225,212.49,2025-03-31,3,2,0,1,6,0,8,4,1,77,9,IF1
Brandon Lowe,664040,213.94,2025-06-23,5,0,0,3,2,0,6,7,0,77,8,IF1
Shea Langeliers,669127,226.05,2025-09-22,9,4,0,1,0,0,4,4,0,77,6,IF1
Brice Turang,668930,230.59,2025-08-25,6,0,1,2,3,0,7,4,0,77,11,IF1
Gavin Lux,666158,238.36,2025-04-14,10,1,0,0,5,0,7,4,1,77,12,IF1
Nolan Schanuel,694384,239.52,2025-06-16,5,2,0,2,0,2,4,8,0,77,13,IF2
Jeff McNeil,643446,239.75,2025-06-02,3,2,0,3,2,0,5,5,0,77,11,IF1
Ivan Herrera,671056,NA,2025-09-08,4,1,0,2,3,4,5,2,1,77,8,IF1
Elly De La Cruz,682829,5.23,2025-07-21,3,4,0,0,5,0,6,2,3,76,12,IF1
Gunnar Henderson,683002,12.24,2025-05-19,6,2,0,0,6,0,7,1,3,76,9,IF1
Francisco Lindor,596019,17.8,2025-04-21,9,0,0,2,2,1,5,5,0,76,8,IF1
Trea Turner,607208,35.91,2025-04-14,7,2,0,0,3,2,7,3,2,76,13,IF2
Trea Turner,607208,35.91,2025-08-04,2,2,1,1,6,0,3,6,1,76,13,IF2
Trea Turner,607208,35.91,2025-08-11,12,2,0,0,1,1,6,1,2,76,8,IF1
Ketel Marte,606466,37.6,2025-06-23,3,0,0,4,1,0,5,7,0,76,10,IF1
Junior Caminero,691406,65.87,2025-06-16,8,1,0,2,2,0,5,5,0,76,14,IF2
Jordan Westburg,676059,108.66,2025-07-28,9,2,0,1,1,0,8,4,0,76,11,IF1
Cal Raleigh,663728,152.19,2025-08-04,1,0,0,3,3,0,5,10,1,76,13,IF2
Xavier Edwards,669364,165.36,2025-07-07,4,5,0,1,0,0,5,5,1,76,10,IF1
Bryson Stott,681082,202.3,2025-04-14,7,1,1,0,3,0,6,4,3,76,13,IF2
Brandon Lowe,664040,213.94,2025-05-19,3,2,0,3,1,0,6,5,0,76,9,IF1
Tyler Soderstrom,691016,238.1,2025-07-07,5,1,0,3,1,0,4,7,0,76,10,IF1
Nolan Gorman,669357,239.92,2025-06-23,5,0,0,3,1,0,5,7,1,76,10,IF1
Elly De La Cruz,682829,5.23,2025-05-19,4,2,0,1,3,0,7,7,1,75,11,IF1
Freddie Freeman,518692,26.39,2025-09-22,3,0,0,3,4,0,5,5,1,75,8,IF1
Pete Alonso,624413,29.95,2025-04-07,3,4,0,1,3,1,3,7,0,75,5,IF1
Pete Alonso,624413,29.95,2025-08-11,5,2,0,2,1,1,4,7,0,75,9,IF1
Christian Walker,572233,74.01,2025-08-18,4,1,0,3,1,0,5,7,0,75,12,IF1
Willy Adames,642715,76.34,2025-06-09,3,1,0,3,2,0,6,6,0,75,9,IF1
Willy Adames,642715,76.34,2025-08-18,3,0,0,3,6,0,4,3,1,75,12,IF1
CJ Abrams,682928,79.08,2025-03-31,2,2,0,3,1,0,5,5,1,75,10,IF1
Isaac Paredes,670623,121.15,2025-05-12,3,0,0,3,4,0,5,7,0,75,13,IF2
Willson Contreras,575929,182.14,2025-05-05,3,1,0,2,5,1,5,6,0,75,6,IF1
Zach Neto,687263,202.06,2025-08-25,1,3,0,3,2,0,3,4,1,75,13,IF2
Xander Bogaerts,593428,211.87,2025-06-16,7,4,0,1,2,0,4,3,0,75,15,IF2
Spencer Torkelson,679529,237.98,2025-04-07,2,1,0,3,2,1,7,5,0,75,5,IF1
Trevor Story,596115,238.76,2025-09-15,7,1,0,1,2,0,6,4,3,75,10,IF1
Nick Kurtz,701762,NA,2025-09-22,2,1,0,3,3,0,7,5,0,75,8,IF1
Jose Ramirez,608070,8.37,2025-06-02,7,1,0,1,3,0,4,2,4,74,12,IF1
Francisco Lindor,596019,17.8,2025-06-30,4,2,0,1,2,2,6,6,1,74,8,IF1
Francisco Lindor,596019,17.8,2025-09-01,1,4,0,0,7,2,5,1,2,74,8,IF1
Manny Machado,592518,45.54,2025-05-05,8,3,0,0,2,0,7,6,0,74,7,IF1
Matt Chapman,656305,93.14,2025-09-01,3,2,0,2,4,1,4,5,0,74,8,IF1
Isaac Paredes,670623,121.15,2025-04-07,5,0,0,3,3,0,5,5,0,74,7,IF1
Alec Bohm,664761,148.29,2025-06-09,8,0,0,2,2,0,3,9,0,74,10,IF1
Cal Raleigh,663728,152.19,2025-04-28,3,1,0,2,4,1,4,6,1,74,12,IF1
Cal Raleigh,663728,152.19,2025-07-07,0,0,0,3,6,0,3,8,1,74,12,IF1
Willson Contreras,575929,182.14,2025-08-18,5,1,0,3,1,0,5,5,0,74,14,IF2
Salvador Perez,521692,194.19,2025-07-07,4,1,0,3,1,1,6,4,0,74,12,IF1
Spencer Torkelson,679529,237.98,2025-09-15,5,1,0,3,1,0,4,6,0,74,11,IF1
Trevor Story,596115,238.76,2025-09-01,6,2,0,1,1,1,3,5,3,74,8,IF1
Colson Montgomery,695657,239.98,2025-07-28,2,0,0,4,0,0,4,10,0,74,12,IF1
Ivan Herrera,671056,NA,2025-03-31,0,0,0,4,2,0,5,9,0,74,11,IF1
Bryce Harper,547180,27.32,2025-09-08,4,1,0,2,4,1,5,5,0,73,9,IF1
Rafael Devers,646240,35.39,2025-07-21,5,2,0,2,2,0,5,5,0,73,13,IF2
Ozzie Albies,645277,58.95,2025-04-07,5,1,0,2,4,0,3,3,2,73,8,IF1
Junior Caminero,691406,65.87,2025-08-11,2,1,0,3,3,0,6,5,0,73,10,IF1
Eugenio Suarez,553993,104.99,2025-07-14,1,0,0,4,2,0,5,7,0,73,1,IF1
Eugenio Suarez,553993,104.99,2025-09-15,3,3,0,2,2,0,6,4,0,73,12,IF1
Alec Bohm,664761,148.29,2025-05-19,7,2,0,2,0,0,4,6,0,73,12,IF1
Cal Raleigh,663728,152.19,2025-08-11,3,2,0,2,4,0,4,4,1,73,10,IF1
Shea Langeliers,669127,226.05,2025-07-28,4,3,0,2,1,0,5,3,1,73,13,IF2
Spencer Torkelson,679529,237.98,2025-06-30,3,1,0,3,1,1,5,6,0,73,9,IF1
Trevor Story,596115,238.76,2025-07-07,5,2,0,1,2,0,6,5,2,73,14,IF2
Jonathan Aranda,666018,239.63,2025-04-14,3,2,0,2,4,0,5,5,0,73,15,IF2
Jorge Polanco,593871,239.99,2025-08-25,3,2,0,3,0,0,4,7,0,73,14,IF2
Jose Ramirez,608070,8.37,2025-09-01,4,2,1,1,1,1,4,6,1,72,11,IF1
Freddie Freeman,518692,26.39,2025-04-14,3,2,0,2,5,0,3,5,0,72,16,IF2
Bryce Harper,547180,27.32,2025-08-18,5,1,0,2,3,0,4,5,1,72,15,IF2
Corey Seager,608369,43.68,2025-07-21,3,2,0,2,5,0,3,5,0,72,14,IF2
Junior Caminero,691406,65.87,2025-09-08,1,3,0,3,1,0,4,5,0,72,10,IF1
Jose Altuve,514888,81.09,2025-05-19,8,0,0,2,2,0,5,4,1,72,13,IF2
Mark Vientos,668901,83.69,2025-04-28,5,0,0,2,5,0,7,4,0,72,13,IF2
Eugenio Suarez,553993,104.99,2025-09-01,2,2,0,3,2,0,5,4,0,72,11,IF1
Adley Rutschman,668939,112.59,2025-06-02,7,1,0,2,3,0,5,3,0,72,13,IF2
Cal Raleigh,663728,152.19,2025-06-23,4,2,0,1,8,0,4,3,0,72,12,IF1
Cal Raleigh,663728,152.19,2025-09-01,5,0,0,3,1,0,6,6,0,72,11,IF1
Masyn Winn,691026,166.08,2025-04-28,3,2,0,2,3,0,6,3,1,72,13,IF2
Royce Lewis,668904,168.33,2025-07-21,4,4,0,1,2,0,3,5,1,72,14,IF2
Carlos Santana,467793,237.36,2025-05-19,2,2,0,2,4,0,6,5,0,72,13,IF2
Josh Smith,669701,239.59,2025-03-31,4,2,0,1,4,0,5,2,3,72,12,IF1
Caleb Durbin,702332,239.92,2025-05-19,6,3,0,0,1,1,4,5,3,72,13,IF2
Kyle Higashioka,543309,NA,2025-07-28,3,0,1,3,1,0,6,5,0,72,14,IF2
Jose Ramirez,608070,8.37,2025-05-05,5,3,0,1,3,1,3,3,1,71,8,IF1
Matt Olson,621566,21.79,2025-04-14,3,1,0,2,5,1,4,5,0,71,17,IF2
Matt Olson,621566,21.79,2025-06-30,4,2,0,2,3,0,3,6,0,71,10,IF1
Pete Alonso,624413,29.95,2025-06-30,2,1,0,2,4,1,4,8,0,71,10,IF1
Austin Riley,663586,30.75,2025-04-07,8,3,0,1,1,0,5,3,0,71,9,IF1
Rafael Devers,646240,35.39,2025-04-28,6,3,0,1,3,0,2,6,0,71,15,IF2
Trea Turner,607208,35.91,2025-06-02,3,3,0,2,0,0,5,5,1,71,14,IF2
Ketel Marte,606466,37.6,2025-05-05,1,1,0,3,4,0,6,4,0,71,8,IF1
Manny Machado,592518,45.54,2025-04-07,2,4,0,1,3,0,5,4,1,71,9,IF1
Manny Machado,592518,45.54,2025-08-18,5,2,0,1,2,0,6,6,1,71,16,IF2
CJ Abrams,682928,79.08,2025-06-09,6,3,0,1,1,2,6,2,0,71,11,IF1
Josh Naylor,647304,89.6,2025-05-26,6,1,0,2,1,0,4,6,1,71,13,IF2
Matt Chapman,656305,93.14,2025-03-31,3,2,0,1,6,0,3,6,1,71,13,IF2
Rhys Hoskins,656555,172.72,2025-05-19,3,2,0,2,4,0,5,4,0,71,16,IF2
Willson Contreras,575929,182.14,2025-06-23,4,3,0,1,4,1,5,1,1,71,13,IF2
Salvador Perez,521692,194.19,2025-06-16,1,2,0,3,2,0,3,7,0,71,16,IF2
Brandon Lowe,664040,213.94,2025-08-25,2,0,0,3,3,0,5,8,0,71,15,IF2
Colt Keith,690993,235.65,2025-04-28,1,0,0,3,4,0,8,5,0,71,15,IF2
Colt Keith,690993,235.65,2025-07-07,4,2,0,2,3,0,5,4,0,71,15,IF2
Tyler Soderstrom,691016,238.1,2025-04-14,4,0,0,3,1,0,5,8,0,71,17,IF2
Willi Castro,650489,239.25,2025-06-02,7,0,0,2,4,0,6,3,0,71,14,IF2
Maikel Garcia,672580,239.72,2025-06-16,5,1,1,1,2,0,4,5,2,71,16,IF2
Caleb Durbin,702332,239.92,2025-09-08,5,2,0,1,3,1,5,2,2,71,11,IF1
Jorge Polanco,593871,239.99,2025-07-07,2,1,0,3,3,0,5,5,0,71,15,IF2
Geraldo Perdomo,672695,240,2025-09-15,4,4,1,0,4,1,4,2,0,71,13,IF2
Patrick Bailey,672275,240,2025-09-08,1,1,0,3,2,0,4,9,0,71,11,IF1
Agustin Ramirez,682663,NA,2025-07-07,1,5,0,1,2,0,7,4,0,71,15,IF2
