player_name,mlbid,final_adp,week,w,qs,outs,so,er,ud_points,week_rank,rank_group
Brady Singer,663903,227.02,2025-07-28,1,1,18,10,0,58,11,P1
Yu Darvish,506433,239.07,2025-08-11,1,1,30,11,5,58,9,P1
Andrew Abbott,671096,239.97,2025-04-14,1,1,18,11,1,58,20,P2
Jake Irvin,663623,NA,2025-05-12,1,2,37,7,5,58,18,P2
Chad Patrick,694477,NA,2025-05-05,1,1,33,10,5,58,17,P2
Kyle Freeland,607536,NA,2025-09-01,1,1,24,10,2,58,8,P1
Chris Sale,519242,66.64,2025-06-16,1,1,26,7,0,57,17,P2
Spencer Schwellenbach,680885,86.92,2025-05-12,2,1,42,6,6,57,20,P2
George Kirby,669923,127.32,2025-08-11,1,1,35,11,7,57,10,P1
Cristopher Sanchez,650911,137.12,2025-08-25,0,1,37,12,7,57,15,P2
Carlos Rodon,607074,148.15,2025-07-21,1,0,31,12,5,57,15,P2
Nestor Cortes,641482,223.32,2025-08-18,1,1,35,8,4,57,19,P2
Casey Mize,663554,234.59,2025-04-07,1,1,35,9,5,57,16,P2
Brayan Bello,678394,239.54,2025-04-21,2,1,33,7,4,57,15,P2
Matthew Liberatore,669461,NA,2025-05-12,0,1,34,9,3,57,20,P2
Paul Skenes,694973,19.33,2025-04-21,1,1,19,9,0,56,16,P2
Tarik Skubal,669373,28.21,2025-06-30,0,1,21,10,0,56,15,P2
Tarik Skubal,669373,28.21,2025-08-18,0,1,21,10,0,56,20,P2
Garrett Crochet,676979,45.81,2025-06-23,0,1,21,10,0,56,15,P2
Dylan Cease,656302,52.79,2025-04-14,0,0,32,12,4,56,21,P2
Chris Sale,519242,66.64,2025-09-15,0,1,24,9,0,56,13,P2
Logan Webb,657277,89.7,2025-04-14,0,1,18,12,1,56,21,P2
Hunter Brown,686613,102.8,2025-06-09,0,1,21,12,2,56,16,P2
Kevin Gausman,592332,125.67,2025-06-30,0,0,32,12,4,56,15,P2
Robbie Ray,592662,127.55,2025-06-16,0,1,33,12,6,56,18,P2
Carlos Rodon,607074,148.15,2025-04-07,0,0,35,16,9,56,17,P2
Nick Lodolo,666157,188.35,2025-06-23,0,0,29,11,2,56,15,P2
Hayden Birdsong,806185,236.52,2025-06-30,1,0,27,12,4,56,15,P2
Drew Rasmussen,656876,239.34,2025-03-31,1,0,30,8,1,56,16,P2
Tylor Megill,656731,239.59,2025-06-02,1,0,33,12,6,56,13,P2
Matthew Boyd,571510,239.73,2025-07-28,0,1,36,10,5,56,12,P1
Tyler Anderson,542881,239.77,2025-06-30,0,1,33,9,3,56,15,P2
Richard Fitts,690916,239.84,2025-04-07,0,1,33,9,3,56,17,P2
German Marquez,608566,239.88,2025-06-23,0,0,29,11,2,56,15,P2
Tarik Skubal,669373,28.21,2025-07-14,0,1,20,11,1,55,3,P1
Garrett Crochet,676979,45.81,2025-05-05,1,1,21,9,1,55,18,P2
Logan Gilbert,669302,55.11,2025-08-18,1,1,24,14,7,55,21,P2
Yoshinobu Yamamoto,808967,87.21,2025-04-07,1,1,18,9,0,55,19,P2
Logan Webb,657277,89.7,2025-06-16,1,1,21,9,1,55,19,P2
Logan Webb,657277,89.7,2025-08-04,1,1,18,10,1,55,12,P1
Logan Webb,657277,89.7,2025-09-08,1,1,30,12,7,55,12,P1
Jacob deGrom,594798,96.37,2025-05-12,1,1,24,7,0,55,22,P2
Jacob deGrom,594798,96.37,2025-06-02,1,1,21,8,0,55,14,P2
Luis Castillo,622491,101.92,2025-06-30,1,1,21,8,0,55,19,P2
Luis Castillo,622491,101.92,2025-09-01,1,1,30,11,6,55,10,P1
Freddy Peralta,642547,106.07,2025-09-15,1,1,18,10,1,55,14,P2
Sandy Alcantara,645261,112.89,2025-06-16,1,1,33,9,5,55,19,P2
Sandy Alcantara,645261,112.89,2025-08-18,1,1,21,9,1,55,21,P2
Tanner Bibee,676440,118.48,2025-05-19,1,1,21,8,0,55,16,P2
Robbie Ray,592662,127.55,2025-04-28,1,1,21,8,0,55,13,P2
Sonny Gray,543243,129.65,2025-05-05,1,1,21,8,0,55,18,P2
Joe Ryan,657746,132.76,2025-05-12,1,1,18,9,0,55,22,P2
Justin Steele,657006,140.83,2025-04-07,1,1,21,8,0,55,19,P2
Carlos Rodon,607074,148.15,2025-04-14,1,1,18,9,0,55,23,P2
Carlos Rodon,607074,148.15,2025-04-21,1,1,21,8,0,55,17,P2
Jose Berrios,621244,167.54,2025-04-07,1,1,36,8,5,55,19,P2
Jose Berrios,621244,167.54,2025-05-26,1,1,18,9,0,55,18,P2
Jose Berrios,621244,167.54,2025-06-23,1,1,21,8,0,55,18,P2
Jesus Luzardo,666200,176.07,2025-03-31,1,1,21,8,0,55,17,P2
Jesus Luzardo,666200,176.07,2025-06-09,1,1,18,10,1,55,17,P2
Merrill Kelly,518876,229.59,2025-06-02,1,1,21,8,0,55,14,P2
Hayden Birdsong,806185,236.52,2025-05-26,1,0,29,11,4,55,18,P2
Jeffrey Springs,605488,237.55,2025-03-24,1,1,18,9,0,55,2,P1
Jack Leiter,683004,238.35,2025-09-22,1,1,21,10,2,55,11,P1
Yu Darvish,506433,239.07,2025-09-08,1,0,32,12,6,55,12,P1
David Peterson,656849,239.2,2025-06-09,1,1,27,6,0,55,17,P2
Michael Soroka,647336,239.82,2025-05-12,1,0,29,12,5,55,22,P2
Andrew Heaney,571760,239.82,2025-04-21,1,1,18,9,0,55,17,P2
Dean Kremer,665152,239.89,2025-05-19,1,0,32,10,4,55,16,P2
Andrew Abbott,671096,239.97,2025-05-26,1,1,21,8,0,55,18,P2
Simeon Woods Richardson,680573,239.99,2025-04-07,1,0,32,11,5,55,19,P2
Jake Irvin,663623,NA,2025-05-19,1,1,24,7,0,55,16,P2
Logan Allen,671106,NA,2025-09-15,1,1,24,7,0,55,14,P2
Zack Wheeler,554430,40.13,2025-05-19,1,1,20,8,0,54,19,P2
Robbie Ray,592662,127.55,2025-08-18,1,1,35,6,3,54,23,P2
Cristopher Sanchez,650911,137.12,2025-08-18,0,1,19,12,2,54,23,P2
Clay Holmes,605280,151.97,2025-05-26,1,1,38,6,4,54,21,P2
Luis Severino,622663,232.8,2025-09-01,0,0,30,11,3,54,11,P1
Casey Mize,663554,234.59,2025-09-15,0,0,33,13,6,54,16,P2
Eury Perez,691587,237.61,2025-07-21,0,0,30,11,3,54,16,P2
Taijuan Walker,592836,239.58,2025-08-11,0,2,38,5,3,54,11,P1
Michael Lorenzen,547179,239.59,2025-04-07,1,1,35,7,4,54,23,P2
Matthew Boyd,571510,239.73,2025-06-09,1,2,36,3,2,54,19,P2
Hurston Waldrep,694462,NA,2025-08-25,0,0,33,9,2,54,16,P2
Michael King,650633,76.46,2025-03-31,1,0,15,11,0,53,18,P2
Framber Valdez,664285,83.25,2025-07-07,0,1,18,10,0,53,23,P2
Framber Valdez,664285,83.25,2025-09-01,0,1,36,13,9,53,12,P1
Spencer Schwellenbach,680885,86.92,2025-05-19,0,1,21,11,2,53,20,P2
Yoshinobu Yamamoto,808967,87.21,2025-05-19,0,1,21,9,0,53,20,P2
Yoshinobu Yamamoto,808967,87.21,2025-08-25,0,1,21,10,1,53,17,P2
Yoshinobu Yamamoto,808967,87.21,2025-09-08,0,1,21,10,1,53,14,P2
Hunter Brown,686613,102.8,2025-05-12,0,1,24,9,1,53,25,P3
Hunter Brown,686613,102.8,2025-06-23,0,1,21,9,0,53,19,P2
Sonny Gray,543243,129.65,2025-07-07,1,0,24,11,3,53,23,P2
Cristopher Sanchez,650911,137.12,2025-06-23,0,1,18,11,1,53,19,P2
Bryan Woo,693433,161.21,2025-04-28,1,1,19,8,0,53,14,P2
Brandon Pfaadt,694297,168.26,2025-09-15,0,1,27,7,0,53,17,P2
Ryan Pepiot,686752,190.49,2025-08-11,1,0,36,12,8,53,12,P1
Reese Olson,681857,209.22,2025-04-21,1,1,22,7,0,53,19,P2
Erick Fedde,607200,237.02,2025-05-26,0,1,33,10,5,53,22,P2
Tomoyuki Sugano,608372,238.15,2025-06-02,1,1,34,7,4,53,16,P2
Justin Verlander,434378,238.33,2025-09-22,1,1,31,10,6,53,12,P1
Andrew Heaney,571760,239.82,2025-03-31,0,1,21,10,1,53,18,P2
Aaron Civale,650644,239.95,2025-07-28,1,1,19,8,0,53,13,P2
Edward Cabrera,665795,239.99,2025-09-22,1,0,27,10,3,53,12,P1
Logan Allen,671106,NA,2025-08-11,0,0,29,11,3,53,12,P1
Davis Martin,663436,NA,2025-05-19,0,2,40,5,4,53,20,P2
Paul Skenes,694973,19.33,2025-08-04,1,1,18,8,0,52,13,P2
Paul Skenes,694973,19.33,2025-09-01,1,1,18,8,0,52,13,P2
Tarik Skubal,669373,28.21,2025-07-28,1,1,21,10,3,52,14,P2
Garrett Crochet,676979,45.81,2025-07-21,1,1,18,10,2,52,17,P2
Garrett Crochet,676979,45.81,2025-09-22,1,1,24,6,0,52,14,P2
Chris Sale,519242,66.64,2025-05-12,1,1,21,8,1,52,26,P3
Chris Sale,519242,66.64,2025-05-26,1,1,18,8,0,52,23,P2
Spencer Strider,675911,71.74,2025-07-14,1,1,18,8,0,52,4,P1
Aaron Nola,605400,75.01,2025-04-28,1,1,18,8,0,52,15,P2
Yoshinobu Yamamoto,808967,87.21,2025-06-30,1,1,21,8,1,52,20,P2
Jacob deGrom,594798,96.37,2025-06-23,1,1,21,7,0,52,21,P2
Jacob deGrom,594798,96.37,2025-07-21,1,1,18,9,1,52,17,P2
Shota Imanaga,684007,101.3,2025-04-28,1,0,32,7,2,52,15,P2
Hunter Brown,686613,102.8,2025-09-01,1,1,18,8,0,52,13,P2
Freddy Peralta,642547,106.07,2025-08-25,1,1,18,8,0,52,18,P2
Max Fried,608331,108.44,2025-06-23,1,1,21,7,0,52,21,P2
Zac Gallen,668678,113.12,2025-08-25,1,1,18,8,0,52,18,P2
Kevin Gausman,592332,125.67,2025-06-23,1,1,24,6,0,52,21,P2
Kevin Gausman,592332,125.67,2025-08-04,1,1,21,8,1,52,13,P2
Robbie Ray,592662,127.55,2025-06-02,1,1,21,9,2,52,17,P2
Robbie Ray,592662,127.55,2025-06-30,1,1,27,7,2,52,20,P2
Joe Ryan,657746,132.76,2025-06-02,2,0,30,10,6,52,17,P2
Joe Ryan,657746,132.76,2025-06-23,1,1,18,8,0,52,21,P2
Jack Flaherty,656427,136.28,2025-05-26,1,1,18,8,0,52,23,P2
Carlos Rodon,607074,148.15,2025-05-19,1,1,18,8,0,52,23,P2
Gavin Williams,668909,157.88,2025-08-25,1,1,21,8,1,52,18,P2
MacKenzie Gore,669022,158.05,2025-06-02,1,1,21,7,0,52,17,P2
Bryan Woo,693433,161.21,2025-06-30,1,1,18,8,0,52,20,P2
Jesus Luzardo,666200,176.07,2025-07-07,1,1,21,7,0,52,25,P3
Mitch Keller,656605,182.86,2025-06-09,0,2,36,7,5,52,20,P2
Mitch Keller,656605,182.86,2025-06-30,1,1,21,7,0,52,20,P2
Walker Buehler,621111,190.38,2025-07-21,0,1,35,8,4,52,17,P2
Nathan Eovaldi,543135,193.86,2025-08-04,1,1,24,6,0,52,13,P2
Nathan Eovaldi,543135,193.86,2025-08-11,1,1,36,9,7,52,14,P2
Chris Bassitt,605135,203.48,2025-03-31,0,1,20,9,0,52,20,P2
Brandon Woodruff,605540,204.68,2025-09-01,1,1,18,8,0,52,13,P2
Ranger Suarez,624133,230.82,2025-06-16,1,1,21,8,1,52,21,P2
Dustin May,669160,236.03,2025-06-30,1,1,21,9,2,52,20,P2
Dustin May,669160,236.03,2025-08-11,1,1,18,8,0,52,14,P2
Jose Soriano,667755,238.37,2025-06-30,1,1,21,7,0,52,20,P2
Kris Bubic,663460,238.54,2025-05-05,1,1,21,7,0,52,20,P2
Yu Darvish,506433,239.07,2025-07-28,1,1,21,7,0,52,14,P2
Jameson Taillon,592791,239.25,2025-04-14,0,0,31,10,3,52,24,P2
Shane Bieber,669456,239.6,2025-08-18,1,1,18,9,1,52,25,P3
Matthew Boyd,571510,239.73,2025-05-26,1,1,18,8,0,52,23,P2
Matthew Boyd,571510,239.73,2025-07-07,1,1,24,6,0,52,25,P3
Dean Kremer,665152,239.89,2025-07-07,1,1,21,7,0,52,25,P3
Andrew Abbott,671096,239.97,2025-06-09,1,1,27,5,0,52,20,P2
Clayton Kershaw,477132,239.98,2025-09-01,1,0,32,11,6,52,13,P2
Simeon Woods Richardson,680573,239.99,2025-07-07,1,0,29,7,1,52,25,P3
Logan Allen,671106,NA,2025-06-23,0,1,35,10,6,52,21,P2
Michael McGreevy,700241,NA,2025-08-25,1,1,36,7,5,52,18,P2
Matthew Liberatore,669461,NA,2025-05-05,1,1,21,8,1,52,20,P2
Hurston Waldrep,694462,NA,2025-08-18,1,1,21,7,0,52,25,P3
Paul Skenes,694973,19.33,2025-05-26,1,1,20,7,0,51,26,P3
Hunter Greene,668881,97.59,2025-08-18,0,1,19,12,3,51,27,P3
Luis Castillo,622491,101.92,2025-07-14,1,1,20,7,0,51,5,P1
Max Fried,608331,108.44,2025-07-28,1,1,20,9,2,51,16,P2
Bryce Miller,682243,120.1,2025-08-25,2,1,33,7,6,51,22,P2
Seth Lugo,607625,136.46,2025-04-14,0,1,40,9,7,51,25,P3
Gavin Williams,668909,157.88,2025-08-04,1,1,26,6,1,51,16,P2
Michael Wacha,608379,238.28,2025-08-18,1,1,35,7,5,51,27,P3
Lucas Giolito,608337,238.53,2025-06-30,1,1,23,7,1,51,26,P3
Michael Lorenzen,547179,239.59,2025-04-28,1,1,32,9,6,51,17,P2
Michael Lorenzen,547179,239.59,2025-09-01,0,1,34,10,6,51,17,P2
Andrew Heaney,571760,239.82,2025-06-30,1,1,20,7,0,51,26,P3
Andre Pallante,669467,NA,2025-06-09,0,1,31,10,5,51,22,P2
Chris Sale,519242,66.64,2025-04-28,0,1,21,10,2,50,18,P2
Chris Sale,519242,66.64,2025-06-02,0,1,18,10,1,50,20,P2
Blake Snell,605483,68.13,2025-08-04,1,0,15,10,0,50,17,P2
Framber Valdez,664285,83.25,2025-06-09,1,0,15,12,2,50,23,P2
Yoshinobu Yamamoto,808967,87.21,2025-06-02,0,1,18,9,0,50,20,P2
Freddy Peralta,642547,106.07,2025-03-31,0,1,24,8,1,50,21,P2
Max Fried,608331,108.44,2025-05-19,1,1,22,7,1,50,24,P2
Kevin Gausman,592332,125.67,2025-04-28,0,1,18,9,0,50,18,P2
Robbie Ray,592662,127.55,2025-05-26,0,1,21,9,1,50,27,P3
Nick Pivetta,601713,150.28,2025-09-08,0,1,21,8,0,50,15,P2
Nathan Eovaldi,543135,193.86,2025-08-18,0,1,21,9,1,50,29,P3
Chris Bassitt,605135,203.48,2025-04-14,1,0,15,10,0,50,26,P3
Shane Baz,669358,218.42,2025-06-30,0,1,21,11,3,50,28,P3
Justin Verlander,434378,238.33,2025-06-23,0,1,33,8,4,50,26,P3
Justin Verlander,434378,238.33,2025-08-11,0,1,21,8,0,50,16,P2
Charlie Morton,450203,238.52,2025-06-09,1,0,15,10,0,50,23,P2
Kris Bubic,663460,238.54,2025-05-26,0,1,21,9,1,50,27,P3
Will Warren,701542,238.96,2025-05-05,1,1,22,7,1,50,22,P2
Zack Littell,641793,239.48,2025-06-16,0,1,33,8,4,50,22,P2
German Marquez,608566,239.88,2025-03-31,0,1,33,7,3,50,21,P2
Antonio Senzatela,622608,239.92,2025-06-16,2,0,31,5,2,50,22,P2
Kyle Hendricks,543294,239.97,2025-09-08,1,1,31,12,9,50,15,P2
Simeon Woods Richardson,680573,239.99,2025-09-22,0,1,18,9,0,50,15,P2
Davis Martin,663436,NA,2025-09-01,1,1,34,7,5,50,18,P2
Trevor Rogers,669432,NA,2025-07-28,0,1,24,8,1,50,17,P2
Paul Skenes,694973,19.33,2025-03-31,1,1,21,6,0,49,23,P2
Tarik Skubal,669373,28.21,2025-06-09,1,1,21,6,0,49,25,P3
Tarik Skubal,669373,28.21,2025-09-01,1,1,21,6,0,49,19,P2
Garrett Crochet,676979,45.81,2025-06-16,1,1,18,8,1,49,24,P2
Garrett Crochet,676979,45.81,2025-08-04,1,1,21,8,2,49,18,P2
Dylan Cease,656302,52.79,2025-05-05,0,1,20,9,1,49,23,P2
Dylan Cease,656302,52.79,2025-05-12,0,1,20,10,2,49,27,P3
Chris Sale,519242,66.64,2025-09-01,0,1,20,9,1,49,19,P2
Spencer Strider,675911,71.74,2025-06-16,1,1,18,8,1,49,24,P2
Spencer Strider,675911,71.74,2025-07-07,0,1,20,11,3,49,29,P3
Framber Valdez,664285,83.25,2025-05-05,1,1,21,7,1,49,23,P2
Yoshinobu Yamamoto,808967,87.21,2025-09-22,1,1,18,7,0,49,16,P2
Hunter Brown,686613,102.8,2025-05-05,1,0,17,9,0,49,23,P2
Freddy Peralta,642547,106.07,2025-08-11,1,1,18,7,0,49,17,P2
Max Fried,608331,108.44,2025-04-28,1,1,21,6,0,49,20,P2
Max Fried,608331,108.44,2025-06-02,1,1,18,7,0,49,22,P2
Max Fried,608331,108.44,2025-09-22,1,1,21,7,1,49,16,P2
Sandy Alcantara,645261,112.89,2025-09-08,1,1,21,8,2,49,17,P2
Zac Gallen,668678,113.12,2025-04-28,1,1,18,8,1,49,20,P2
Tanner Bibee,676440,118.48,2025-09-15,1,1,18,8,1,49,18,P2
George Kirby,669923,127.32,2025-08-04,1,1,18,9,2,49,18,P2
George Kirby,669923,127.32,2025-09-15,1,1,18,7,0,49,18,P2
Nick Pivetta,601713,150.28,2025-04-21,1,1,21,6,0,49,20,P2
Bryan Woo,693433,161.21,2025-04-07,1,1,21,7,1,49,24,P2
Bryan Woo,693433,161.21,2025-06-16,1,1,21,6,0,49,24,P2
Bryan Woo,693433,161.21,2025-08-18,1,1,21,7,1,49,30,P3
Brandon Pfaadt,694297,168.26,2025-07-14,1,1,21,6,0,49,6,P1
Taj Bradley,671737,174.81,2025-06-23,1,1,36,6,5,49,27,P3
Zach Eflin,621107,184.56,2025-05-26,1,1,21,6,0,49,29,P3
Ryan Pepiot,686752,190.49,2025-06-30,1,1,18,9,2,49,29,P3
Nathan Eovaldi,543135,193.86,2025-04-21,1,1,18,7,0,49,20,P2
Chris Bassitt,605135,203.48,2025-05-19,1,1,30,8,5,49,25,P3
Brandon Woodruff,605540,204.68,2025-06-30,1,1,18,8,1,49,29,P3
Brandon Woodruff,605540,204.68,2025-08-04,1,1,21,8,2,49,18,P2
Shane Baz,669358,218.42,2025-04-21,1,1,21,6,0,49,20,P2
Ranger Suarez,624133,230.82,2025-06-09,1,1,21,6,0,49,25,P3
Luis Severino,622663,232.8,2025-07-21,1,1,21,8,2,49,20,P2
Casey Mize,663554,234.59,2025-05-05,1,1,18,8,1,49,23,P2
Dustin May,669160,236.03,2025-05-19,1,1,18,8,1,49,25,P3
Eury Perez,691587,237.61,2025-06-30,1,1,18,7,0,49,29,P3
Griffin Canning,656288,238.91,2025-04-14,1,1,18,8,1,49,27,P3
Griffin Canning,656288,238.91,2025-06-02,1,1,18,7,0,49,22,P2
Jameson Taillon,592791,239.25,2025-09-22,1,1,18,8,1,49,16,P2
Eduardo Rodriguez,593958,239.58,2025-09-15,1,1,33,7,5,49,18,P2
Nick Martinez,607259,239.65,2025-06-23,1,1,24,6,1,49,27,P3
Matthew Boyd,571510,239.73,2025-07-21,1,1,21,6,0,49,20,P2
Clarke Schmidt,657376,239.76,2025-06-09,1,1,18,7,0,49,25,P3
Landen Roupp,694738,239.78,2025-06-16,1,1,18,7,0,49,24,P2
Michael Soroka,647336,239.82,2025-06-02,1,1,18,7,0,49,22,P2
Dean Kremer,665152,239.89,2025-06-23,1,1,21,6,0,49,27,P3
Andrew Abbott,671096,239.97,2025-09-08,1,1,24,6,1,49,17,P2
Clayton Kershaw,477132,239.98,2025-06-02,1,0,29,9,4,49,22,P2
Zebby Matthews,805673,NA,2025-07-21,1,1,18,7,0,49,20,P2
Michael McGreevy,700241,NA,2025-09-15,1,1,21,6,0,49,18,P2
Chad Patrick,694477,NA,2025-08-18,0,0,31,11,5,49,30,P3
Hurston Waldrep,694462,NA,2025-08-11,1,1,18,7,0,49,17,P2
Joey Cantillo,676282,NA,2025-09-08,1,1,24,5,0,49,17,P2
Trevor Rogers,669432,NA,2025-09-15,1,1,18,7,0,49,18,P2
Tarik Skubal,669373,28.21,2025-06-02,1,1,23,6,1,48,26,P3
Garrett Crochet,676979,45.81,2025-06-09,0,1,25,7,1,48,28,P3
Yoshinobu Yamamoto,808967,87.21,2025-05-26,1,1,29,9,6,48,30,P3
Freddy Peralta,642547,106.07,2025-05-12,1,0,31,9,5,48,28,P3
Bailey Ober,641927,118.13,2025-09-01,1,0,31,9,5,48,21,P2
Kevin Gausman,592332,125.67,2025-08-18,0,0,33,11,6,48,32,P3
Joe Ryan,657746,132.76,2025-04-14,0,0,30,13,7,48,28,P3
Joe Ryan,657746,132.76,2025-08-11,1,1,20,7,1,48,19,P2
Jose Berrios,621244,167.54,2025-06-16,1,1,23,5,0,48,28,P3
Max Scherzer,453286,213.93,2025-06-30,0,0,27,11,4,48,32,P3
Ranger Suarez,624133,230.82,2025-05-19,1,1,20,6,0,48,27,P3
Kris Bubic,663460,238.54,2025-05-12,0,1,19,9,1,48,28,P3
David Peterson,656849,239.2,2025-05-19,1,1,23,7,2,48,27,P3
Clarke Schmidt,657376,239.76,2025-04-21,0,0,27,13,6,48,23,P2
Kyle Hendricks,543294,239.97,2025-05-19,1,1,35,8,7,48,27,P3
Jake Irvin,663623,NA,2025-09-15,1,0,34,10,7,48,23,P2
Ben Lively,594902,NA,2025-04-07,0,0,33,9,4,48,25,P3
Cade Horton,690990,NA,2025-06-02,1,0,31,9,5,48,26,P3
Carmen Mlodzinski,669387,NA,2025-04-07,1,0,28,10,5,48,25,P3
Kyle Freeland,607536,NA,2025-09-15,1,1,35,8,7,48,23,P2
Tarik Skubal,669373,28.21,2025-05-26,0,1,21,7,0,47,31,P3
Tarik Skubal,669373,28.21,2025-09-15,0,1,18,9,1,47,25,P3
Zack Wheeler,554430,40.13,2025-06-23,0,1,18,8,0,47,30,P3
Dylan Cease,656302,52.79,2025-03-31,1,1,19,7,1,47,24,P2
Logan Gilbert,669302,55.11,2025-03-24,0,1,21,8,1,47,3,P1
Chris Sale,519242,66.64,2025-08-25,0,1,18,9,1,47,23,P2
Framber Valdez,664285,83.25,2025-04-07,0,1,18,8,0,47,27,P3
Logan Webb,657277,89.7,2025-04-21,1,1,19,6,0,47,24,P2
Logan Webb,657277,89.7,2025-05-05,0,1,21,9,2,47,27,P3
Logan Webb,657277,89.7,2025-07-28,0,0,17,11,1,47,18,P2
Jacob deGrom,594798,96.37,2025-05-19,0,1,21,9,2,47,30,P3
Jacob deGrom,594798,96.37,2025-05-26,1,1,34,4,3,47,31,P3
Hunter Greene,668881,97.59,2025-03-31,0,1,21,8,1,47,24,P2
Max Fried,608331,108.44,2025-05-05,0,1,21,8,1,47,27,P3
Kevin Gausman,592332,125.67,2025-08-25,0,1,21,8,1,47,23,P2
Seth Lugo,607625,136.46,2025-06-30,1,1,19,7,1,47,33,P3
Yusei Kikuchi,579328,146.02,2025-06-16,0,1,21,9,2,47,29,P3
Gavin Williams,668909,157.88,2025-04-21,1,1,19,8,2,47,24,P2
Gavin Williams,668909,157.88,2025-07-28,0,1,18,8,0,47,18,P2
Gavin Williams,668909,157.88,2025-09-15,1,0,15,9,0,47,25,P3
MacKenzie Gore,669022,158.05,2025-05-19,0,1,18,9,1,47,30,P3
MacKenzie Gore,669022,158.05,2025-05-26,0,1,18,8,0,47,31,P3
Brandon Pfaadt,694297,168.26,2025-05-05,1,1,19,6,0,47,27,P3
Taj Bradley,671737,174.81,2025-09-22,0,1,18,9,1,47,19,P2
Jesus Luzardo,666200,176.07,2025-03-24,1,0,15,11,2,47,3,P1
Jesus Luzardo,666200,176.07,2025-09-08,1,0,24,10,4,47,20,P2
Chris Bassitt,605135,203.48,2025-07-21,1,1,22,8,3,47,23,P2
Luis Severino,622663,232.8,2025-04-07,0,0,38,9,6,47,27,P3
Jeffrey Springs,605488,237.55,2025-06-16,1,1,22,6,1,47,29,P3
Will Warren,701542,238.96,2025-07-07,1,0,33,5,2,47,30,P3
Eduardo Rodriguez,593958,239.58,2025-07-28,1,0,33,10,7,47,18,P2
Eduardo Rodriguez,593958,239.58,2025-09-08,1,1,19,6,0,47,20,P2
Michael Lorenzen,547179,239.59,2025-05-05,0,1,21,7,0,47,27,P3
Chris Paddack,663978,239.98,2025-05-05,1,1,22,6,1,47,27,P3
Chase Dollander,801403,239.99,2025-08-11,0,0,29,11,5,47,20,P2
Andre Pallante,669467,NA,2025-05-05,1,1,22,7,2,47,27,P3
Joey Cantillo,676282,NA,2025-07-21,1,0,27,9,4,47,23,P2
Tarik Skubal,669373,28.21,2025-04-07,1,1,18,6,0,46,29,P3
Zack Wheeler,554430,40.13,2025-05-12,1,1,18,6,0,46,30,P3
Garrett Crochet,676979,45.81,2025-09-15,1,1,18,9,3,46,27,P3
Dylan Cease,656302,52.79,2025-07-14,0,0,16,10,0,46,7,P1
Corbin Burnes,669203,62,2025-05-05,1,1,21,5,0,46,33,P3
Framber Valdez,664285,83.25,2025-08-25,1,1,21,5,0,46,25,P3
Pablo Lopez,641154,86.1,2025-05-12,1,1,18,6,0,46,30,P3
Yoshinobu Yamamoto,808967,87.21,2025-04-28,1,1,18,6,0,46,22,P2
Logan Webb,657277,89.7,2025-03-31,1,1,21,6,1,46,26,P3
Hunter Greene,668881,97.59,2025-08-11,1,1,18,6,0,46,21,P2
Shota Imanaga,684007,101.3,2025-07-14,1,1,21,5,0,46,7,P1
Hunter Brown,686613,102.8,2025-03-31,1,1,18,8,2,46,26,P3
Hunter Brown,686613,102.8,2025-04-28,1,1,18,9,3,46,22,P2
Hunter Brown,686613,102.8,2025-06-30,1,1,18,8,2,46,34,P3
Max Fried,608331,108.44,2025-08-25,1,1,21,6,1,46,25,P3
Sandy Alcantara,645261,112.89,2025-06-09,1,1,18,6,0,46,29,P3
Bailey Ober,641927,118.13,2025-05-19,0,1,29,6,2,46,32,P3
Kevin Gausman,592332,125.67,2025-09-01,1,1,24,5,1,46,22,P2
George Kirby,669923,127.32,2025-07-28,1,1,18,6,0,46,21,P2
Robbie Ray,592662,127.55,2025-05-12,1,1,18,9,3,46,30,P3
Sonny Gray,543243,129.65,2025-09-15,1,1,18,7,1,46,27,P3
Joe Ryan,657746,132.76,2025-05-05,1,1,18,7,1,46,33,P3
Seth Lugo,607625,136.46,2025-06-23,1,0,17,8,0,46,31,P3
Nick Pivetta,601713,150.28,2025-05-26,1,1,18,8,2,46,34,P3
Gavin Williams,668909,157.88,2025-08-18,1,0,26,8,3,46,33,P3
MacKenzie Gore,669022,158.05,2025-07-07,1,1,18,7,1,46,31,P3
Bryan Woo,693433,161.21,2025-04-21,1,1,18,8,2,46,26,P3
Brandon Pfaadt,694297,168.26,2025-09-01,1,1,18,7,1,46,22,P2
Taj Bradley,671737,174.81,2025-04-07,1,1,18,7,1,46,29,P3
Taj Bradley,671737,174.81,2025-07-14,1,1,18,6,0,46,7,P1
Jesus Luzardo,666200,176.07,2025-05-12,1,1,21,6,1,46,30,P3
Jesus Luzardo,666200,176.07,2025-09-01,1,1,18,8,2,46,22,P2
Nick Lodolo,666157,188.35,2025-07-14,1,1,21,7,2,46,7,P1
Chris Bassitt,605135,203.48,2025-03-24,1,1,18,7,1,46,5,P1
Chris Bassitt,605135,203.48,2025-06-02,1,1,21,6,1,46,28,P3
Brandon Woodruff,605540,204.68,2025-07-28,1,1,18,8,2,46,21,P2
Nestor Cortes,641482,223.32,2025-03-31,1,1,18,6,0,46,26,P3
Brady Singer,663903,227.02,2025-04-21,1,1,18,8,2,46,26,P3
